Time: 263 - [Conveyor towards Queue 1] GOT Part 33
Time: 268 - [Conveyor towards Queue 2] PUT Part 32 in the Queue 2
Time: 272 - [Conveyor towards Queue 1] PUT Part 33 in the Queue 1
Time: 273 - [Machine 1] got Part 33 from Queue 1 (capacity= 0)
Time: 274 - [Conveyor towards Queue 5] PUT Part 17 in the Queue 5
! Using 'alternated' policy to allocate Part 31 to Queue 4
Time: 275 - [Conveyor towards Queue 4] GOT Part 31
Time: 275 - [Machine 2] got Part 32 from Queue 2 (capacity= 0)
Time: 275 - [Machine 5] got Part 17 from Queue 5 (capacity= 0)
! Using 'alternated' policy to allocate Part 29 to Queue 5
Time: 279 - [Conveyor towards Queue 5] GOT Part 29
! Using 'alternated' policy to allocate Part 33 to Queue 2
Time: 284 - [Conveyor towards Queue 2] GOT Part 33
! Using 'alternated' policy to allocate Part 17 to Queue 1
Time: 285 - [Terminator] xxx Part 17 terminated xxx
Time: 285 - [Terminator] Part 34 replaced
Time: 285 - [Conveyor towards Queue 1] GOT Part 34
Time: 290 - [Conveyor towards Queue 5] PUT Part 29 in the Queue 5
Time: 291 - [Machine 5] got Part 29 from Queue 5 (capacity= 0)
! Using 'alternated' policy to allocate Part 32 to Queue 3
Time: 292 - [Conveyor towards Queue 3] GOT Part 32
Time: 294 - [Conveyor towards Queue 1] PUT Part 34 in the Queue 1
Time: 295 - [Machine 1] got Part 34 from Queue 1 (capacity= 0)
Time: 295 - [Conveyor towards Queue 2] PUT Part 33 in the Queue 2
Time: 295 - [Conveyor towards Queue 4] PUT Part 31 in the Queue 4
Time: 296 - [Machine 2] got Part 33 from Queue 2 (capacity= 0)
Time: 296 - [Machine 4] got Part 31 from Queue 4 (capacity= 0)
! Using 'alternated' policy to allocate Part 29 to Queue 1
Time: 301 - [Terminator] xxx Part 29 terminated xxx
Time: 301 - [Terminator] Part 35 replaced
Time: 301 - [Conveyor towards Queue 1] GOT Part 35
! Using 'alternated' policy to allocate Part 34 to Queue 2
Time: 306 - [Conveyor towards Queue 2] GOT Part 34
Time: 310 - [Conveyor towards Queue 1] PUT Part 35 in the Queue 1
Time: 311 - [Machine 1] got Part 35 from Queue 1 (capacity= 0)
! Using 'alternated' policy to allocate Part 33 to Queue 4
Time: 313 - [Conveyor towards Queue 4] GOT Part 33
Time: 315 - [Conveyor towards Queue 3] PUT Part 32 in the Queue 3
Time: 317 - [Conveyor towards Queue 2] PUT Part 34 in the Queue 2
Time: 318 - [Machine 2] got Part 34 from Queue 2 (capacity= 0)
! Using 'alternated' policy to allocate Part 35 to Queue 2
Time: 322 - [Conveyor towards Queue 2] GOT Part 35
! Using 'alternated' policy to allocate Part 19 to Queue 5
Time: 323 - [Conveyor towards Queue 5] GOT Part 19
Time: 323 - [Machine 3] got Part 20 from Queue 3 (capacity= 6)
Time: 333 - [Conveyor towards Queue 2] PUT Part 35 in the Queue 2
Time: 333 - [Conveyor towards Queue 4] PUT Part 33 in the Queue 4
! Using 'alternated' policy to allocate Part 31 to Queue 5
Time: 334 - [Conveyor towards Queue 5] GOT Part 31
Time: 334 - [Machine 4] got Part 33 from Queue 4 (capacity= 0)
Time: 334 - [Conveyor towards Queue 5] PUT Part 19 in the Queue 5
! Using 'alternated' policy to allocate Part 34 to Queue 3
Time: 335 - [Conveyor towards Queue 3] GOT Part 34
Time: 335 - [Machine 2] got Part 35 from Queue 2 (capacity= 0)
Time: 335 - [Machine 5] got Part 19 from Queue 5 (capacity= 0)
! Using 'alternated' policy to allocate Part 19 to Queue 1
Time: 345 - [Terminator] xxx Part 19 terminated xxx
Time: 345 - [Terminator] Part 36 replaced
Time: 345 - [Conveyor towards Queue 1] GOT Part 36
Time: 345 - [Conveyor towards Queue 5] PUT Part 31 in the Queue 5
=== Reading all the events from table: digital_log ===
(1, 0, 'Machine 2', 'Started', 'Part 18', 'Queue 2', None, None)
Time: 190 - [Conveyor towards Queue 2] GOT Part 32
Time: 190 - [Conveyor towards Queue 2] PUT Part 31 in the Queue 2
Time: 191 - [Machine 2] got Part 31 from Queue 2 (capacity= 0)
Time: 193 - [Conveyor towards Queue 3] PUT Part 30 in the Queue 3
! Using 'alternated' policy to allocate Part 27 to Queue 1
Time: 196 - [Terminator] xxx Part 27 terminated xxx
Time: 196 - [Terminator] Part 33 replaced
Time: 196 - [Conveyor towards Queue 1] GOT Part 33
! Using 'alternated' policy to allocate Part 17 to Queue 5
Time: 197 - [Conveyor towards Queue 5] GOT Part 17
Time: 197 - [Machine 3] got Part 19 from Queue 3 (capacity= 6)
Time: 201 - [Conveyor towards Queue 2] PUT Part 32 in the Queue 2
Time: 205 - [Conveyor towards Queue 1] PUT Part 33 in the Queue 1
Time: 206 - [Machine 1] got Part 33 from Queue 1 (capacity= 0)
! Using 'alternated' policy to allocate Part 31 to Queue 4
Time: 208 - [Conveyor towards Queue 4] GOT Part 31
Time: 208 - [Machine 2] got Part 32 from Queue 2 (capacity= 0)
Time: 208 - [Conveyor towards Queue 5] PUT Part 17 in the Queue 5
Time: 209 - [Machine 5] got Part 17 from Queue 5 (capacity= 0)
! Using 'alternated' policy to allocate Part 29 to Queue 5
Time: 212 - [Conveyor towards Queue 5] GOT Part 29
! Using 'alternated' policy to allocate Part 33 to Queue 2
Time: 217 - [Conveyor towards Queue 2] GOT Part 33
! Using 'alternated' policy to allocate Part 17 to Queue 1
Time: 219 - [Terminator] xxx Part 17 terminated xxx
Time: 219 - [Terminator] Part 34 replaced
Time: 219 - [Conveyor towards Queue 1] GOT Part 34
Time: 223 - [Conveyor towards Queue 5] PUT Part 29 in the Queue 5
Time: 224 - [Machine 5] got Part 29 from Queue 5 (capacity= 0)
! Using 'alternated' policy to allocate Part 32 to Queue 3
Time: 225 - [Conveyor towards Queue 3] GOT Part 32
Time: 228 - [Conveyor towards Queue 2] PUT Part 33 in the Queue 2
Time: 228 - [Conveyor towards Queue 4] PUT Part 31 in the Queue 4
Time: 228 - [Conveyor towards Queue 1] PUT Part 34 in the Queue 1
Time: 229 - [Machine 2] got Part 33 from Queue 2 (capacity= 0)
Time: 229 - [Machine 1] got Part 34 from Queue 1 (capacity= 0)
Time: 229 - [Machine 4] got Part 31 from Queue 4 (capacity= 0)
! Using 'alternated' policy to allocate Part 29 to Queue 1
Time: 234 - [Terminator] xxx Part 29 terminated xxx
Time: 234 - [Terminator] Part 35 replaced
Time: 234 - [Conveyor towards Queue 1] GOT Part 35
! Using 'alternated' policy to allocate Part 34 to Queue 2
Time: 240 - [Conveyor towards Queue 2] GOT Part 34
Time: 243 - [Conveyor towards Queue 1] PUT Part 35 in the Queue 1
Time: 244 - [Machine 1] got Part 35 from Queue 1 (capacity= 0)
! Using 'alternated' policy to allocate Part 33 to Queue 4
Time: 246 - [Conveyor towards Queue 4] GOT Part 33
Time: 248 - [Conveyor towards Queue 3] PUT Part 32 in the Queue 3
Time: 251 - [Conveyor towards Queue 2] PUT Part 34 in the Queue 2
Time: 252 - [Machine 2] got Part 34 from Queue 2 (capacity= 0)
! Using 'alternated' policy to allocate Part 35 to Queue 2
Time: 255 - [Conveyor towards Queue 2] GOT Part 35
! Using 'alternated' policy to allocate Part 19 to Queue 5
Time: 257 - [Conveyor towards Queue 5] GOT Part 19
Time: 257 - [Machine 3] got Part 21 from Queue 3 (capacity= 6)
Time: 266 - [Conveyor towards Queue 2] PUT Part 35 in the Queue 2
Time: 266 - [Conveyor towards Queue 4] PUT Part 33 in the Queue 4
! Using 'alternated' policy to allocate Part 31 to Queue 5
Time: 267 - [Conveyor towards Queue 5] GOT Part 31
Time: 267 - [Machine 4] got Part 33 from Queue 4 (capacity= 0)
Time: 268 - [Conveyor towards Queue 5] PUT Part 19 in the Queue 5
! Using 'alternated' policy to allocate Part 34 to Queue 3
Time: 269 - [Conveyor towards Queue 3] GOT Part 34
Time: 269 - [Machine 2] got Part 35 from Queue 2 (capacity= 0)
Time: 269 - [Machine 5] got Part 19 from Queue 5 (capacity= 0)
Time: 278 - [Conveyor towards Queue 5] PUT Part 31 in the Queue 5
! Using 'alternated' policy to allocate Part 19 to Queue 1
Time: 279 - [Terminator] xxx Part 19 terminated xxx
Time: 279 - [Terminator] Part 36 replaced
Time: 279 - [Conveyor towards Queue 1] GOT Part 36
Time: 279 - [Machine 5] got Part 31 from Queue 5 (capacity= 0)
! Using 'alternated' policy to allocate Part 35 to Queue 4
Time: 286 - [Conveyor towards Queue 4] GOT Part 35
Time: 288 - [Conveyor towards Queue 1] PUT Part 36 in the Queue 1
! Using 'alternated' policy to allocate Part 31 to Queue 1
Time: 289 - [Terminator] xxx Part 31 terminated xxx
Time: 289 - [Terminator] Part 37 replaced
Time: 289 - [Conveyor towards Queue 1] GOT Part 37
Time: 289 - [Machine 1] got Part 36 from Queue 1 (capacity= 0)
Time: 292 - [Conveyor towards Queue 3] PUT Part 34 in the Queue 3
Time: 298 - [Conveyor towards Queue 1] PUT Part 37 in the Queue 1
! Using 'alternated' policy to allocate Part 36 to Queue 2
Time: 300 - [Conveyor towards Queue 2] GOT Part 36
Time: 300 - [Machine 1] got Part 37 from Queue 1 (capacity= 0)
! Using 'alternated' policy to allocate Part 33 to Queue 5
Time: 305 - [Conveyor towards Queue 5] GOT Part 33
Time: 306 - [Conveyor towards Queue 4] PUT Part 35 in the Queue 4
Time: 307 - [Machine 4] got Part 35 from Queue 4 (capacity= 0)
! Using 'alternated' policy to allocate Part 37 to Queue 2
Time: 311 - [Conveyor towards Queue 2] GOT Part 37
Time: 311 - [Conveyor towards Queue 2] PUT Part 36 in the Queue 2
Time: 312 - [Machine 2] got Part 36 from Queue 2 (capacity= 0)
Time: 316 - [Conveyor towards Queue 5] PUT Part 33 in the Queue 5
! Using 'alternated' policy to allocate Part 21 to Queue 5
Time: 317 - [Conveyor towards Queue 5] GOT Part 21
Time: 317 - [Machine 3] got Part 23 from Queue 3 (capacity= 6)
Time: 317 - [Machine 5] got Part 33 from Queue 5 (capacity= 0)
Time: 322 - [Conveyor towards Queue 2] PUT Part 37 in the Queue 2
! Using 'alternated' policy to allocate Part 33 to Queue 1
Time: 327 - [Terminator] xxx Part 33 terminated xxx
Time: 327 - [Terminator] Part 38 replaced
Time: 327 - [Conveyor towards Queue 1] GOT Part 38
Time: 328 - [Conveyor towards Queue 5] PUT Part 21 in the Queue 5
! Using 'alternated' policy to allocate Part 36 to Queue 3
Time: 329 - [Conveyor towards Queue 3] GOT Part 36
Time: 329 - [Machine 2] got Part 37 from Queue 2 (capacity= 0)
Time: 329 - [Machine 5] got Part 21 from Queue 5 (capacity= 0)
Time: 336 - [Conveyor towards Queue 1] PUT Part 38 in the Queue 1
Time: 337 - [Machine 1] got Part 38 from Queue 1 (capacity= 0)
! Using 'alternated' policy to allocate Part 21 to Queue 1
Time: 339 - [Terminator] xxx Part 21 terminated xxx
Time: 339 - [Terminator] Part 39 replaced
Time: 339 - [Conveyor towards Queue 1] GOT Part 39
! Using 'alternated' policy to allocate Part 35 to Queue 5
Time: 345 - [Conveyor towards Queue 5] GOT Part 35
! Using 'alternated' policy to allocate Part 37 to Queue 4
Time: 346 - [Conveyor towards Queue 4] GOT Part 37
! Using 'alternated' policy to allocate Part 38 to Queue 2
Time: 348 - [Conveyor towards Queue 2] GOT Part 38
Time: 348 - [Conveyor towards Queue 1] PUT Part 39 in the Queue 1
Time: 349 - [Machine 1] got Part 39 from Queue 1 (capacity= 0)
Time: 352 - [Conveyor towards Queue 3] PUT Part 36 in the Queue 3
Time: 356 - [Conveyor towards Queue 5] PUT Part 35 in the Queue 5
Time: 357 - [Machine 5] got Part 35 from Queue 5 (capacity= 0)
Time: 359 - [Conveyor towards Queue 2] PUT Part 38 in the Queue 2
! Using 'alternated' policy to allocate Part 39 to Queue 2
Time: 360 - [Conveyor towards Queue 2] GOT Part 39
Time: 360 - [Machine 2] got Part 38 from Queue 2 (capacity= 0)
Time: 366 - [Conveyor towards Queue 4] PUT Part 37 in the Queue 4
! Using 'alternated' policy to allocate Part 35 to Queue 1
Time: 367 - [Terminator] xxx Part 35 terminated xxx
Time: 367 - [Terminator] Part 40 replaced
Time: 367 - [Conveyor towards Queue 1] GOT Part 40
Time: 367 - [Machine 4] got Part 37 from Queue 4 (capacity= 0)
Time: 371 - [Conveyor towards Queue 2] PUT Part 39 in the Queue 2
Time: 376 - [Conveyor towards Queue 1] PUT Part 40 in the Queue 1
! Using 'alternated' policy to allocate Part 23 to Queue 5
Time: 377 - [Conveyor towards Queue 5] GOT Part 23
Time: 377 - [Machine 3] got Part 24 from Queue 3 (capacity= 6)
! Using 'alternated' policy to allocate Part 38 to Queue 3
Time: 377 - [Conveyor towards Queue 3] GOT Part 38
Time: 377 - [Machine 2] got Part 39 from Queue 2 (capacity= 0)
Time: 377 - [Machine 1] got Part 40 from Queue 1 (capacity= 0)
! Using 'alternated' policy to allocate Part 40 to Queue 2
Time: 388 - [Conveyor towards Queue 2] GOT Part 40
Time: 388 - [Conveyor towards Queue 5] PUT Part 23 in the Queue 5
Time: 389 - [Machine 5] got Part 23 from Queue 5 (capacity= 0)
! Using 'alternated' policy to allocate Part 39 to Queue 4
Time: 394 - [Conveyor towards Queue 4] GOT Part 39
! Using 'alternated' policy to allocate Part 23 to Queue 1
Time: 399 - [Terminator] xxx Part 23 terminated xxx
Time: 399 - [Terminator] Part 41 replaced
Time: 399 - [Conveyor towards Queue 1] GOT Part 41
Time: 399 - [Conveyor towards Queue 2] PUT Part 40 in the Queue 2
Time: 400 - [Machine 2] got Part 40 from Queue 2 (capacity= 0)
Time: 400 - [Conveyor towards Queue 3] PUT Part 38 in the Queue 3
! Using 'alternated' policy to allocate Part 37 to Queue 5
Time: 405 - [Conveyor towards Queue 5] GOT Part 37
Time: 408 - [Conveyor towards Queue 1] PUT Part 41 in the Queue 1
Time: 409 - [Machine 1] got Part 41 from Queue 1 (capacity= 0)
Time: 414 - [Conveyor towards Queue 4] PUT Part 39 in the Queue 4
Time: 415 - [Machine 4] got Part 39 from Queue 4 (capacity= 0)
Time: 416 - [Conveyor towards Queue 5] PUT Part 37 in the Queue 5
! Using 'alternated' policy to allocate Part 40 to Queue 3
Time: 417 - [Conveyor towards Queue 3] GOT Part 40
Time: 417 - [Machine 5] got Part 37 from Queue 5 (capacity= 0)
! Using 'alternated' policy to allocate Part 41 to Queue 2
Time: 420 - [Conveyor towards Queue 2] GOT Part 41
! Using 'alternated' policy to allocate Part 37 to Queue 1
Time: 427 - [Terminator] xxx Part 37 terminated xxx
Time: 427 - [Terminator] Part 42 replaced
Time: 427 - [Conveyor towards Queue 1] GOT Part 42
Time: 431 - [Conveyor towards Queue 2] PUT Part 41 in the Queue 2
Time: 432 - [Machine 2] got Part 41 from Queue 2 (capacity= 0)
Time: 436 - [Conveyor towards Queue 1] PUT Part 42 in the Queue 1
! Using 'alternated' policy to allocate Part 24 to Queue 5
Time: 437 - [Conveyor towards Queue 5] GOT Part 24
Time: 437 - [Machine 3] got Part 26 from Queue 3 (capacity= 6)
Time: 437 - [Machine 1] got Part 42 from Queue 1 (capacity= 0)
Time: 440 - [Conveyor towards Queue 3] PUT Part 40 in the Queue 3
! Using 'alternated' policy to allocate Part 42 to Queue 2
Time: 448 - [Conveyor towards Queue 2] GOT Part 42
Time: 448 - [Conveyor towards Queue 5] PUT Part 24 in the Queue 5
! Using 'alternated' policy to allocate Part 41 to Queue 4
Time: 449 - [Conveyor towards Queue 4] GOT Part 41
Time: 449 - [Machine 5] got Part 24 from Queue 5 (capacity= 0)
! Using 'alternated' policy to allocate Part 39 to Queue 5
Time: 453 - [Conveyor towards Queue 5] GOT Part 39
! Using 'alternated' policy to allocate Part 24 to Queue 1
Time: 459 - [Terminator] xxx Part 24 terminated xxx
Time: 459 - [Terminator] Part 43 replaced
Time: 459 - [Conveyor towards Queue 1] GOT Part 43
Time: 459 - [Conveyor towards Queue 2] PUT Part 42 in the Queue 2
=== Reading all the events from table: digital_log ===
(1, 0, 'Machine 1', 'Started', 'Part 25', 'Queue 1', None, None)
(2, 11, 'Machine 1', 'Finished', 'Part 25', 'Queue 2', None, None)
(3, 13, 'Machine 2', 'Finished', 'Part 22', 'Queue 4', None, None)
(4, 13, 'Machine 2', 'Started', 'Part 23', 'Queue 2', None, None)
(5, 17, 'Machine 3', 'Finished', 'Part 11', 'Queue 5', None, None)
(6, 17, 'Machine 3', 'Started', 'Part 13', 'Queue 3', None, None)
(7, 22, 'Machine 4', 'Finished', 'Part 18', 'Queue 5', None, None)
(8, 22, 'Machine 4', 'Started', 'Part 20', 'Queue 4', None, None)
(9, 29, 'Machine 5', 'Started', 'Part 11', 'Queue 5', None, None)
(10, 30, 'Machine 2', 'Finished', 'Part 23', 'Queue 3', None, None)
(11, 30, 'Machine 2', 'Started', 'Part 24', 'Queue 2', None, None)
(12, 39, 'Machine 5', 'Finished', 'Part 11', 'Queue 1', None, None)
(13, 39, 'Machine 5', 'Started', 'Part 18', 'Queue 5', None, None)
(14, 47, 'Machine 2', 'Finished', 'Part 24', 'Queue 3', None, None)
(15, 47, 'Machine 2', 'Started', 'Part 25', 'Queue 2', None, None)
(16, 49, 'Machine 5', 'Finished', 'Part 18', 'Queue 1', None, None)
(17, 49, 'Machine 1', 'Started', 'Part 26', 'Queue 1', None, None)
(18, 60, 'Machine 4', 'Finished', 'Part 20', 'Queue 5', None, None)
(19, 60, 'Machine 4', 'Started', 'Part 22', 'Queue 4', None, None)
(20, 60, 'Machine 1', 'Finished', 'Part 26', 'Queue 2', None, None)
(21, 60, 'Machine 1', 'Started', 'Part 27', 'Queue 1', None, None)
(22, 64, 'Machine 2', 'Finished', 'Part 25', 'Queue 4', None, None)
(23, 71, 'Machine 1', 'Finished', 'Part 27', 'Queue 2', None, None)
(24, 72, 'Machine 2', 'Started', 'Part 26', 'Queue 2', None, None)
(25, 72, 'Machine 5', 'Started', 'Part 20', 'Queue 5', None, None)
(26, 77, 'Machine 3', 'Finished', 'Part 13', 'Queue 5', None, None)
(27, 77, 'Machine 3', 'Started', 'Part 15', 'Queue 3', None, None)
(28, 82, 'Machine 5', 'Finished', 'Part 20', 'Queue 1', None, None)
(29, 89, 'Machine 2', 'Finished', 'Part 26', 'Queue 3', None, None)
(30, 89, 'Machine 2', 'Started', 'Part 27', 'Queue 2', None, None)
(31, 89, 'Machine 5', 'Started', 'Part 13', 'Queue 5', None, None)
(32, 92, 'Machine 1', 'Started', 'Part 28', 'Queue 1', None, None)
(33, 98, 'Machine 4', 'Finished', 'Part 22', 'Queue 5', None, None)
(34, 98, 'Machine 4', 'Started', 'Part 25', 'Queue 4', None, None)
(35, 99, 'Machine 5', 'Finished', 'Part 13', 'Queue 1', None, None)
(36, 103, 'Machine 1', 'Finished', 'Part 28', 'Queue 2', None, None)
(37, 106, 'Machine 2', 'Finished', 'Part 27', 'Queue 4', None, None)
(38, 109, 'Machine 1', 'Started', 'Part 29', 'Queue 1', None, None)
(39, 110, 'Machine 5', 'Started', 'Part 22', 'Queue 5', None, None)
(40, 115, 'Machine 2', 'Started', 'Part 28', 'Queue 2', None, None)
(41, 120, 'Machine 1', 'Finished', 'Part 29', 'Queue 2', None, None)
(42, 120, 'Machine 5', 'Finished', 'Part 22', 'Queue 1', None, None)
(43, 130, 'Machine 1', 'Started', 'Part 30', 'Queue 1', None, None)
(44, 132, 'Machine 2', 'Finished', 'Part 28', 'Queue 3', None, None)
(45, 132, 'Machine 2', 'Started', 'Part 29', 'Queue 2', None, None)
(46, 136, 'Machine 4', 'Finished', 'Part 25', 'Queue 5', None, None)
(47, 136, 'Machine 4', 'Started', 'Part 27', 'Queue 4', None, None)
(48, 137, 'Machine 3', 'Finished', 'Part 15', 'Queue 5', None, None)
(49, 137, 'Machine 3', 'Started', 'Part 17', 'Queue 3', None, None)
(50, 141, 'Machine 1', 'Finished', 'Part 30', 'Queue 2', None, None)
(51, 148, 'Machine 5', 'Started', 'Part 25', 'Queue 5', None, None)
(52, 149, 'Machine 2', 'Finished', 'Part 29', 'Queue 4', None, None)
(53, 153, 'Machine 2', 'Started', 'Part 30', 'Queue 2', None, None)
(54, 158, 'Machine 5', 'Finished', 'Part 25', 'Queue 1', None, None)
(55, 158, 'Machine 5', 'Started', 'Part 15', 'Queue 5', None, None)
(56, 168, 'Machine 5', 'Finished', 'Part 15', 'Queue 1', None, None)
(57, 168, 'Machine 1', 'Started', 'Part 31', 'Queue 1', None, None)
(58, 170, 'Machine 2', 'Finished', 'Part 30', 'Queue 3', None, None)
(59, 174, 'Machine 4', 'Finished', 'Part 27', 'Queue 5', None, None)
(60, 174, 'Machine 4', 'Started', 'Part 29', 'Queue 4', None, None)
(61, 179, 'Machine 1', 'Finished', 'Part 31', 'Queue 2', None, None)
(62, 179, 'Machine 1', 'Started', 'Part 32', 'Queue 1', None, None)
(63, 186, 'Machine 5', 'Started', 'Part 27', 'Queue 5', None, None)
(64, 190, 'Machine 1', 'Finished', 'Part 32', 'Queue 2', None, None)
(65, 191, 'Machine 2', 'Started', 'Part 31', 'Queue 2', None, None)
(66, 196, 'Machine 5', 'Finished', 'Part 27', 'Queue 1', None, None)
(67, 197, 'Machine 3', 'Finished', 'Part 17', 'Queue 5', None, None)
(68, 197, 'Machine 3', 'Started', 'Part 19', 'Queue 3', None, None)
(69, 206, 'Machine 1', 'Started', 'Part 33', 'Queue 1', None, None)
(70, 208, 'Machine 2', 'Finished', 'Part 31', 'Queue 4', None, None)
(71, 208, 'Machine 2', 'Started', 'Part 32', 'Queue 2', None, None)
(72, 209, 'Machine 5', 'Started', 'Part 17', 'Queue 5', None, None)
(73, 212, 'Machine 4', 'Finished', 'Part 29', 'Queue 5', None, None)
(74, 217, 'Machine 1', 'Finished', 'Part 33', 'Queue 2', None, None)
(75, 219, 'Machine 5', 'Finished', 'Part 17', 'Queue 1', None, None)
(76, 224, 'Machine 5', 'Started', 'Part 29', 'Queue 5', None, None)
(77, 225, 'Machine 2', 'Finished', 'Part 32', 'Queue 3', None, None)
(78, 229, 'Machine 2', 'Started', 'Part 33', 'Queue 2', None, None)
(79, 229, 'Machine 1', 'Started', 'Part 34', 'Queue 1', None, None)
(80, 229, 'Machine 4', 'Started', 'Part 31', 'Queue 4', None, None)
(81, 234, 'Machine 5', 'Finished', 'Part 29', 'Queue 1', None, None)
(82, 240, 'Machine 1', 'Finished', 'Part 34', 'Queue 2', None, None)
(83, 244, 'Machine 1', 'Started', 'Part 35', 'Queue 1', None, None)
(84, 246, 'Machine 2', 'Finished', 'Part 33', 'Queue 4', None, None)
(85, 252, 'Machine 2', 'Started', 'Part 34', 'Queue 2', None, None)
(86, 255, 'Machine 1', 'Finished', 'Part 35', 'Queue 2', None, None)
(87, 257, 'Machine 3', 'Finished', 'Part 19', 'Queue 5', None, None)
(88, 257, 'Machine 3', 'Started', 'Part 21', 'Queue 3', None, None)
(89, 267, 'Machine 4', 'Finished', 'Part 31', 'Queue 5', None, None)
(90, 267, 'Machine 4', 'Started', 'Part 33', 'Queue 4', None, None)
(91, 269, 'Machine 2', 'Finished', 'Part 34', 'Queue 3', None, None)
(92, 269, 'Machine 2', 'Started', 'Part 35', 'Queue 2', None, None)
(93, 269, 'Machine 5', 'Started', 'Part 19', 'Queue 5', None, None)
(94, 279, 'Machine 5', 'Finished', 'Part 19', 'Queue 1', None, None)
(95, 279, 'Machine 5', 'Started', 'Part 31', 'Queue 5', None, None)
(96, 286, 'Machine 2', 'Finished', 'Part 35', 'Queue 4', None, None)
(97, 289, 'Machine 5', 'Finished', 'Part 31', 'Queue 1', None, None)
(98, 289, 'Machine 1', 'Started', 'Part 36', 'Queue 1', None, None)
(99, 300, 'Machine 1', 'Finished', 'Part 36', 'Queue 2', None, None)
(100, 300, 'Machine 1', 'Started', 'Part 37', 'Queue 1', None, None)
(101, 305, 'Machine 4', 'Finished', 'Part 33', 'Queue 5', None, None)
(102, 307, 'Machine 4', 'Started', 'Part 35', 'Queue 4', None, None)
(103, 311, 'Machine 1', 'Finished', 'Part 37', 'Queue 2', None, None)
(104, 312, 'Machine 2', 'Started', 'Part 36', 'Queue 2', None, None)
(105, 317, 'Machine 3', 'Finished', 'Part 21', 'Queue 5', None, None)
(106, 317, 'Machine 3', 'Started', 'Part 23', 'Queue 3', None, None)
(107, 317, 'Machine 5', 'Started', 'Part 33', 'Queue 5', None, None)
(108, 327, 'Machine 5', 'Finished', 'Part 33', 'Queue 1', None, None)
(109, 329, 'Machine 2', 'Finished', 'Part 36', 'Queue 3', None, None)
(110, 329, 'Machine 2', 'Started', 'Part 37', 'Queue 2', None, None)
(111, 329, 'Machine 5', 'Started', 'Part 21', 'Queue 5', None, None)
(112, 337, 'Machine 1', 'Started', 'Part 38', 'Queue 1', None, None)
(113, 339, 'Machine 5', 'Finished', 'Part 21', 'Queue 1', None, None)
(114, 345, 'Machine 4', 'Finished', 'Part 35', 'Queue 5', None, None)
(115, 346, 'Machine 2', 'Finished', 'Part 37', 'Queue 4', None, None)
(116, 348, 'Machine 1', 'Finished', 'Part 38', 'Queue 2', None, None)
(117, 349, 'Machine 1', 'Started', 'Part 39', 'Queue 1', None, None)
(118, 357, 'Machine 5', 'Started', 'Part 35', 'Queue 5', None, None)
(119, 360, 'Machine 1', 'Finished', 'Part 39', 'Queue 2', None, None)
(120, 360, 'Machine 2', 'Started', 'Part 38', 'Queue 2', None, None)
(121, 367, 'Machine 5', 'Finished', 'Part 35', 'Queue 1', None, None)
(122, 367, 'Machine 4', 'Started', 'Part 37', 'Queue 4', None, None)
(123, 377, 'Machine 3', 'Finished', 'Part 23', 'Queue 5', None, None)
(124, 377, 'Machine 3', 'Started', 'Part 24', 'Queue 3', None, None)
(125, 377, 'Machine 2', 'Finished', 'Part 38', 'Queue 3', None, None)
(126, 377, 'Machine 2', 'Started', 'Part 39', 'Queue 2', None, None)
(127, 377, 'Machine 1', 'Started', 'Part 40', 'Queue 1', None, None)
(128, 388, 'Machine 1', 'Finished', 'Part 40', 'Queue 2', None, None)
(129, 389, 'Machine 5', 'Started', 'Part 23', 'Queue 5', None, None)
(130, 394, 'Machine 2', 'Finished', 'Part 39', 'Queue 4', None, None)
(131, 399, 'Machine 5', 'Finished', 'Part 23', 'Queue 1', None, None)
(132, 400, 'Machine 2', 'Started', 'Part 40', 'Queue 2', None, None)
(133, 405, 'Machine 4', 'Finished', 'Part 37', 'Queue 5', None, None)
(134, 409, 'Machine 1', 'Started', 'Part 41', 'Queue 1', None, None)
(135, 415, 'Machine 4', 'Started', 'Part 39', 'Queue 4', None, None)
(136, 417, 'Machine 2', 'Finished', 'Part 40', 'Queue 3', None, None)
(137, 417, 'Machine 5', 'Started', 'Part 37', 'Queue 5', None, None)
(138, 420, 'Machine 1', 'Finished', 'Part 41', 'Queue 2', None, None)
(139, 427, 'Machine 5', 'Finished', 'Part 37', 'Queue 1', None, None)
(140, 432, 'Machine 2', 'Started', 'Part 41', 'Queue 2', None, None)
(141, 437, 'Machine 3', 'Finished', 'Part 24', 'Queue 5', None, None)
(142, 437, 'Machine 3', 'Started', 'Part 26', 'Queue 3', None, None)
(143, 437, 'Machine 1', 'Started', 'Part 42', 'Queue 1', None, None)
(144, 448, 'Machine 1', 'Finished', 'Part 42', 'Queue 2', None, None)
(145, 449, 'Machine 2', 'Finished', 'Part 41', 'Queue 4', None, None)
(146, 449, 'Machine 5', 'Started', 'Part 24', 'Queue 5', None, None)
(147, 453, 'Machine 4', 'Finished', 'Part 39', 'Queue 5', None, None)
(148, 459, 'Machine 5', 'Finished', 'Part 24', 'Queue 1', None, None)
### ============ Simulation Done ============ ###
> Predicting RCT for Part 24...
> RCT for Part 24: 459
