papers_name,papers_abstract,papers_year,papers_keywords,papers_type,papers_country,papers_cluster_number,papers_keywords_score
Developing a Physical and Digital Twin: An Example Process Model,"As a result of the fast development of technologies and diversity of requirements, complexity exists not only in a system itself but also in the development process and environment. The complexity in the development process comes from specialization and concurrency, and a Digital Twin (DT) has the potential to mitigate these issues. We hope, during the process of building a DT, the accidental complexity can be minimized by application of model-based systems engineering and the Multi-Paradigm Modeling (MPM). In this paper, we give an example of the process of building a DT combined with a process model. Our long term goal is to model the development of various DTs to identify the commonalities and variations across multiple DTs. © 2021 IEEE.",2021,Cyber Physical System Development environment Development process Long-term goals Model-based system engineerings Multiparadigm models Process-models Specialisation Embedded systemscyber-physical systems development process digital twin multi-paradigm modeling process model,academic,"Aarhus University, DIGIT, Department of Electrical And Computer Engineering, Åbogade 34, Aarhus, Denmark",270,0.2222222222222222
Embedded digital twin for ARTI-type control of semi-continuous production processes,"The paper defines the structure and utilisation mode of an embedded aggregate digital twin for the hybrid supervised control of semi-continuous production process. Multiple twin aggregations are defined for the production of radiopharmaceuticals: (i) virtual twins of three main sub processes in the production plant; (ii) predictive and decision making twins and their projections in the supervisor for process resilience and global optimization. The control system is organized according to the holonic reference architecture ARTI that enables the concepts of embedded and networked digital twins that provide collective and predictive situation awareness thus bringing closer the software control to the real process evolution. The research reported in this paper demonstrates that the holonic paradigm, first applied to discrete manufacturing process control, can be adapted to the hybrid supervised planning and control of semi-continuous production processes and brings the benefits that holonic organisations provide to living organisms: direct connectivity between physical plant entities (resources, activities and outcomes) and their virtual twins, global optimization, robustness, process resilience and plant sustainability. © 2020, Springer Nature Switzerland AG.",2020,ARTI reference architecture Digital twin Holonic production control Hybrid supervised control Semi-continuous radiopharmaceutical process,academic,"Department of Automation and Industrial Informatics, University Politehnica of Bucharest, Bucharest, Romania",278,0.21428571428571427
A Digital Twin-Based Automatic Programming Method for Adaptive Control of Manufacturing Cells,"The booming personalized and customized demands of customers in Industry 4.0 pose a great challenge for manufacturing enterprises in terms of flexibility and responsiveness. Nowadays, many effective dynamic scheduling approaches have been proposed for manufacturing systems to quickly respond to changes in customer demands, where, however, the implementation of an automatic programming method with high control accuracy and low control delay is still challenging. The above unaddressed issue brings about a lot of labor-intensive and time-consuming manual offline programming work when adjusting the scheduling scheme to meet dynamic customer demands, resulting in limited flexibility and responsiveness in current manufacturing systems. To bridge this gap, a bi-level adaptive control architecture enabled by an automatic programming method is proposed and embedded into a digital twin manufacturing cell (DTMC). The bi-level architecture aims to automatically map an input task scheduling scheme with a batch of jobs into a group of control programs through a behavior model network and a set of event models embedded in DTMC. It also provides an adaptive program modification mechanism to quickly adapt to the dynamic adjustment of the scheduling scheme caused by the changing of customer demands or production conditions, thus equipping DTMC with strong flexibility and responsiveness. Based on the bi-level architecture, a DTMC prototype system is developed, where its application and evaluation examples demonstrate the feasibility and effectiveness of the proposed method.  © 2013 IEEE.",2022,Behavioral research Flexible manufacturing systems Industry 4.0 Job shop scheduling Memory architecture Network architecture Sales Software prototyping Adaptation models Adaptive Control Aerospace electronics Behaviour models Customer demands Dynamic scheduling Event model Job-Shop scheduling Manufacturing Adaptive control systemsadaptive control automatic programming behavior model Digital twin event model industry 4.0,academic,"School of Mechanical Engineering, Xi'An Jiaotong University, Xi'an, 710049, China; State Key Laboratory for Manufacturing Systems Engineering, Xi'An Jiaotong University, Xi'an, 710054, China",284,0.25
Digital twin application with horizontal coordination for reinforcement-learning-based production control in a re-entrant job shop,"In a re-entrant job shop (RJS), an entity can visit the same resource type multiple times; this is called re-entrancy, which occurs frequently in actual industries. Re-entrancy causes an NP-hard problem and is dominated by heuristics-based production control. The stochastic arrivals due to re-entrancy require the design of an appropriate dispatching rule. Reinforcement learning (RL) is an efficient technique for establishing robust dispatching rules; however, only a few cases that coordinate RL-based production control with a digital twin (DT) have been reported. This study proposes a novel production control model that applies a DT and horizontal coordination with RL-based production control. The requirements for dispatching in the RJS and coordination between RL and the DT were defined. A suitable architectural framework, service composition, and systematic logic library schema were developed to exploit the advanced characteristics of the DT and improve the existing production control methods. This study is an early case of coordinating RL and DT, and the findings revealed that RL policy networks should be imported in the creation procedures rather than being synchronised to the DT. The results should be a valuable reference for research on other types of RL-based production control with regard to horizontal coordination. © 2021 Informa UK Limited, trading as Taylor & Francis Group.",2022,Digital twin E-learning NP-hard Production control Reinforcement learning Stochastic systems Architectural frameworks Dispatching rules Job shop Policy networks Production control model Service compositions Stochastic arrivals Job shop schedulingAsset administration shell digital twin production control re-entrant job shop reinforcement learning,academic,"Department of Industrial Engineering, Sungkyunkwan University, Suwon-si, South Korea; Digital Factory Solution R&D Center, MICUBE Solution Inc., Seoul, South Korea",284,0.23076923076923078
Smart digital twin for ZDM-based job-shop scheduling,"The growing digitization of manufacturing processes is revolutionizing the production job-shop by leading it toward the Smart Manufacturing (SM) paradigm. For a process to be smart, it is necessary to combine a given blend of data technologies, information and knowledge that enable it to perceive its environment and to autonomously perform actions that maximize its success possibilities in its assigned tasks. Of all the different ways leading to this transformation, both the generation of virtual replicas of processes and applying artificial intelligence (AI) techniques provide a wide range of possibilities whose exploration is today a far from negligible sources of opportunities to increase industrial companies' competitiveness. As a complex manufacturing process, production order scheduling in the job-shop is a necessary scenario to act by implementing these technologies. This research work considers an initial conceptual smart digital twin (SDT) framework for scheduling job-shop orders in a zero-defect manufacturing (ZDM) environment. The SDT virtually replicates the job-shop scheduling issue to simulate it and, based on the deep reinforcement learning (DRL) methodology, trains a prescriber agent and a process monitor. This simulation and training setting will facilitate analyses, optimization, defect and failure avoidance and, in short, decision making, to improve job-shop scheduling. © 2021 IEEE.",2021,Competition Decision making Deep learning Defects Digital twin Industrial research Industry 4.0 Internet of things Optimization Reinforcement learning Scheduling Complex manufacturing process Data technologies Failure avoidance Industrial companies Manufacturing process Production order Simulation and training Smart manufacturing Job shop schedulingJob-shop Scheduling Smart digital twin Smart Manufacturing Zero-defect manufacturing,academic,"CIGIP, Universitat Politècnica de València, Alcoy, Spain",284,0.20833333333333334
Dynamic production scheduling of digital twin job-shop based on edge computing,"The current production scheduling models cannot effectively enable the real-time interaction between information space and physical space. To dynamically schedule twin digital job-shop, this paper attempts to realize the dynamic scheduling of digital twin job-shop (DTJ) based on edge computing. First, the architecture of the DTJ was established by adding the digital twin between the business management layer and the operation execution layer of the traditional job-shop. On this basis, the DTJ was fully modelled, and the manufacturing process was monitored, analyzed and managed remoted by edge computing. To realize dynamic scheduling, a DTJ scheduling model was established through data mining. The model consists of two parts: a data collection model and a multi-scheduling knowledge model. Finally, the proposed DTJ scheduling model was verified through simulation on an actual job-shop. The research results shed new light on the optimization of manufacturing process in various types of job-shops. © 2021 Institute of Information Science. All rights reserved.",2021,Data mining Digital twin Edge computing Industrial research Manufacture Production control Scheduling Business management layer Current production Data collection model Dynamic scheduling Information spaces Manufacturing process Real time interactions Scheduling knowledge Job shop schedulingData mining Digital twin Edge computing Job-shop scheduling Manufacturing process,academic,"Key Laboratory of Advanced Manufacturing Technology, Guizhou University, Guiyang, 550025, China",284,0.2558139534883721
Job Shop Scheduling Based on Digital Twin Technology: A Survey and an Intelligent Platform,"The concept of digital twinning has become a hot topic in the manufacturing industry in recent years. The emerging digital twin technology is an intelligent technology that makes full use of multimodels, big data, and interdisciplinary knowledge, which provides some new approaches for the field of the intelligent manufacturing industry. The job shop scheduling problem has been an important research field in the discrete manufacturing industry. Digital twin technology is adopted to solve the problem of job shop scheduling, which provides the possibility for the intelligent development of workshops. Based on digital twin technology and combined with the actual problem of production line scheduling, we propose a new intelligent scheduling platform to solve the shop scheduling problems above. Meanwhile, based on the prediction and diagnosis of multisource dynamic interference in the workshop production process by big data analysis technology, the corresponding interference strategy is formulated in advance by the scheduling cloud platform. The model simulation experiment of intelligent dispatching cloud platform was carried out, and some enterprises in intelligent manufacturing workshop were taken as examples to verify the superiority of the dispatching cloud platform. Finally, we look forward to the future research direction of intelligent manufacturing based on digital twin technology. © 2021 Haifei Yu et al.",2021,Big data Digital twin Industrial research Manufacture Optimization Scheduling Discrete manufacturing Future research directions Intelligent Manufacturing Intelligent platform Intelligent scheduling Intelligent technology Job shop scheduling problems Manufacturing industries Job shop scheduling,academic,"School of Business Administration, Northeastern University, Shenyang, China; College of Information Science and Engineering, Northeastern University, Shenyang, China; Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, Beijing, China; Shenzhen Key Laboratory of Smart Sensing and Intelligent Systems, Shenzhen, China",284,0.22580645161290322
Digital twin based optimization of a manufacturing execution system to handle high degrees of customer specifications,"Lean production principles have greatly contributed to the efficient and customer-oriented mass production of goods and services. A core element of lean production is the focus on cycle times and designing production controls and buffers around any bottlenecks in the system. Hence, a production line organized by lean principles will operate in a static or at least quasi-static way. While the individualization of products is an interesting business approach, it can influence cycle times and in-time production. This work demonstrates how performance losses induced by highly variable cycle times can be recovered using a digital twin. The unit under analysis is an industrial joiner’s workshop. Due to the high variance in cycle time, the joinery fails its production target, even if all machines are below 80% usage. Using a discrete event simulation of the production line, different production strategies can be evaluated efficiently and systematically. It is successfully shown that the performance losses due to the highly variable cycle times can be compensated using a digital twin in combination with optimization strategies. This is achieved by operating the system in a non-static mode, exploiting the flexibilities within the systems. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.",2020,Customized manufacturing Digital twin Manufacturing execution system Scheduling optimization,academic,"Department of Innovative Technologies, Scuola Universitaria Professionale Della Svizzera Italiana (SUPSI), Manno, 6928, Switzerland; Department of Engineering and Architecture, Research Group for Digital Innovation, Lucerne University of Applied Sciences and Arts (HSLU), Horw, 6048, Switzerland",284,0.2222222222222222
Analysis of a closed-loop digital twin using discrete event simulation,"Given recent advancements in technology and recognizing the evolution of smart manufacturing, the implementation of digital twins for factories and processes is becoming more common and more useful. Additionally, expansion in connectivity, growth in data storage, and the implementation of the industrial internet of things (IIoT) allow for greater opportunities not only with digital twins but with closed loop analytics. Discrete event simulation (DES) has been used to create digital twins and, in some instances, fitted with live connections to closely monitor factory operations. However, the benefits of a connected digital twin are not easily quantified. Therefore, a test bed demonstration factory was used, which implements smart technologies, to evaluate the effectiveness of a closed-loop digital twin in identifying and reacting to trends in production. This involves a digital twin of a factory process using DES. Although traditional DES is typically modeled using historical data, a DES system was developed which made use of live data to improve predictions. This model had live data updated directly to the DES model without user interaction, creating an adaptive and dynamic model. It was found that this DES with live data typically provided more accurate predictions of future performance and unforeseen near future problems when compared to the predictions of a traditional DES using only historic data, resulting in smarter decisions and implementation of more timely solutions. © 2022, The Author(s), under exclusive licence to Springer-Verlag London Ltd., part of Springer Nature.",2022,Digital storage Flow control Forecasting Manufacture Closed-loop Closed-loop process Data storage Discrete-event simulations Loop process Real-time factory Real-time factory analytic Smart manufacturing Smart technology Test bed demonstrations Discrete event simulationClosed-loop processes Digital twin Discrete event simulation Real-time factory analytics Smart manufacturing,academic,"Brigham Young University, Provo, UT, United States; Northrop Grumman, Promontory, UT, United States; University of California Santa Cruz, Santa Cruz, CA, United States",302,0.3170731707317073
"Past, present, and future research of digital twin for smart manufacturing","In the era of the Fourth Industrial Revolution, there is a growing focus on digital twin (DT) in order to advance toward smart manufacturing. Thus, researchers have conducted numerous studies on DT and extensively developed related technologies. There are many studies that apply and analyse DT to actual manufacturing sites for the realization of a smart factory, but it is necessary to clearly consider which part of DT is applied and what function it performs in manufacturing. As such, this study analysed and classified prior literature based on various phases of product lifecycle management, an application field of DT in manufacturing, and the hierarchy level axis of Reference Architecture Model Industry 4.0, the target scope of DT. Accordingly, this study identified research trends in the past and present as well as analysed and identified the major functions of DT (prototyping, pilot testing, monitoring, improvement, and control). Through a gab study on the inadequate aspects of past and present researches, this study proposes directions for future studies on DT and a system architecture that can perform all the functions of DT.  © 2022 Society for Computational Design and Engineering. All rights reserved.",2022,Industrial research Industry 4.0 Life cycle Well testing Application fields Architecture modeling Classifieds Manufacturing sites Past and present Product life cycle management Reference architecture Reference architecture model industry 4.0 Smart factory Smart manufacturing future prospect manufacturing Flow controlDigital twin Product lifecycle management Reference Architecture Model Industry 4.0 Smart factory Smart manufacturing,academic,"Department of Industrial Engineering, Sungkyunkwan University, Suwon-si, 16419, South Korea; Manufacturing Innovation Center, Production Engineering Research Institute, LG Electronics, Pyeongtaek-si, 17709, South Korea",302,0.2549019607843137
A framework for data-driven digital twins for smart manufacturing,"Adoption of digital twins in smart factories, that model real statuses of manufacturing systems through simulation with real time actualization, are manifested in the form of increased productivity, as well as reduction in costs and energy consumption. The sharp increase in changing customer demands has resulted in factories transitioning rapidly and yielding shorter product life cycles. Traditional modeling and simulation approaches are not suited to handle such scenarios. As a possible solution, we propose a generic data-driven framework for automated generation of simulation models as basis for digital twins for smart factories. The novelty of our proposed framework is in the data-driven approach that exploits advancements in machine learning and process mining techniques, as well as continuous model improvement and validation. The goal of the framework is to minimize and fully define, or even eliminate, the need for expert knowledge in the extraction of the corresponding simulation models. We illustrate our framework through a case study. © 2021 The Author(s)",2022,Data mining E-learning Energy utilization Life cycle Manufacture Real time systems % reductions Data driven Energy-consumption Increased productivity Process mining Real- time Reconfigurable manufacturing Simulation model Smart factory Smart manufacturing Machine learningData-driven Digital twin Machine learning Process mining Reconfigurable manufacturing Smart factory,academic,"Mærsk Mc-Kinney Møller Institute, University of Southern Denmark, Campusvej 55, Odense, 5230, Denmark; DTU Compute, Technical University of Denmark, Kongens Lyngby, 2800, Denmark; Department of Computer Science, Information Systems and Engineering, California University of Pennsylvania, California, 15419, PA, United States",302,0.2857142857142857
The Digital Twin Model of Chemical Production Systems in Smart Factories: A Case Study,"Nowadays, more and more information technology such as internet-of-things (IoT) and artificial intelligence (AI) are applied to all walks of life. Facing the pressure of technological innovation, traditional manufacturers have paid attention to digital twin to improve production lines. However, most of the research on digital twin have not implement the concept of digital twin into actual production lines. To fill this gap, this paper demonstrates a digital twin application case study with whole process analysis based on machine learning. More specifically, data preprocessing, clustering, classification and regression are utilized to build a digital twin model. Moreover, we deploy digital twin model to cloud server and develop web application with real-time diagnosis function which has user-friendly interactive interface. Furthermore, the digital twin model of chemical production system has already been implemented in a physical chemical process plant. So the results of the experiment can prove the effectiveness of our proposed model building approaches. © 2021 IEEE.",2022,E-learning Internet of things Learning systems Manufacture Case-studies Chemical production Machine-learning Process analysis Production line Production system Smart factory Technological innovation Web Whole process Machine learningdigital twin machine learning production systems smart factory web,academic,"School of Computer Science and Engineering, Central South University, Changsha, China",302,0.20588235294117646
Constructing Digital Twin for Smart Manufacturing,"Smart Manufacturing is one of the key contents in the age of Industry 4.0, which helps to significantly improve the quality and efficiency of production. While the digital twin is the core technology in achieving smart manufacturing. Although the importance of Digital Twin is widely recognised, how to construct it and use it for smart manufacturing is not clear. To fill this gap, this paper proposes a systematic method in constructing a digital twin for the customized production, including 3D modelling, mechanism modelling, and real-time synchronization. A case study on constructing the digital twin for a customized furniture production factory has been used to demonstrate this method, with optimistic results proving its feasibility. © 2021 IEEE.",2021,3D modeling Digital twin Flow control Interactive computer systems 3D modelling Core technology Furniture production Mechanism modelling Real time Smart manufacturing Systematic method Manufacturedigital twin industry 4.0 smart manufacturing,academic,"Group of Intelligent Modelling Technology, Institute of Intelligent Manufacturing, Gdas, Guangzhou, China; ZJU-UIUC Institute, Zhejiang University, Haining, China",302,0.20689655172413793
Digital twin for smart manufacturing: a review of concepts towards a practical industrial implementation,"Latest trends and developments in digital technologies have enabled a new manufacturing model. Digital systems can monitor, optimize and control processes by creating a virtual copy of the physical world and making decentralized decisions. This paradigm relies on the development of a digital counterpart, the Digital Twin, for each production resource taking part to the whole manufacturing process. Although real applications of Digital Twin may differ in technical and operational details, in the past years, a huge effort has been done in order to identify and define focal functionalities and properties, as well as main challenges for the practical implementation within real factories. This paper is intended to review and analyse principles, ideas and technological solutions of the Digital Twin vision for production processes focusing on the practical industrial implementation. The purpose of this document is therefore to summarize the current state-of-art on Digital Twin concepts, and to draw their up-to-date state for application and deployment in real industrial processes. Finally, future directions for further research are discussed. © 2021 Informa UK Limited, trading as Taylor & Francis Group.",2021,Arts computing Digital twin Digital counterparts Digital technologies Industrial implementation Manufacturing models Manufacturing process Production resources Smart manufacturing Technological solution ManufactureDigital twin digital twin industrial architecture industrial implementation industry 4.0 smart manufacturing,academic,"Department of Engineering (DIEF), University of Modena and Reggio Emilia, Modena, Italy; Department of Sciences and Methods for Engineering (DISMI), University of Modena and Reggio Emilia, Reggio Emilia, Italy",302,0.25
Digital Twin Architecture and Development Trends on Manufacturing Topologies,"In today’s competitive landscape, a growing number of enterprises are embarking on cyber-physical digitalization journeys to fulfil customer expectations and vitalize manufacturing processes in a cost-effective manner. Developing on top of Industry 4.0 paradigms, advanced robotics, predictive analytics, and process flow automation benefit from the use of digital replicas known as digital twins (DT). DT is a prevailing technology in manufacturing industries and leverages real-time monitoring, simulation, and decision-aid systems to generate feasible solutions to assist production operations, which can range from predictive maintenance to strategic planning. As a trending technology, many digital twin-driven approaches are formulated to achieve mass customization and implement smart product service systems. Hence, this chapter aims to provide insights into the various digital twin architectures and development trends in manufacturing environments. It also proposes the integration of other emerging technologies to allow stakeholders who are capitalizing on this technology to gain a significant competitive edge in the present competitive environment. With consideration to both business innovation and engineering product lifecycle management, this work serves as a guide to highlight the status of digital twin development trends and benefits with innovative use cases aiming at setting a consistent standard for digital twin creation throughout academia and industry. © 2021, The Author(s), under exclusive license to Springer Nature Switzerland AG.",2021,Digital twin Industry 4.0 Model factory Smart manufacturing,academic,"Advanced Remanufacturing and Technology Centre (ARTC), Agency for Science, Technology and Research (A*STAR), Singapore, Singapore",302,0.25
Factory design approach based on value stream mapping and digital twin; [结合价值流程图与数字孪生技术的工厂设计],"With the development of smart manufacturing, design new smart factory with lean characteristic is critical to many industries. To design factory with lean objectives, the method integrating Value Stream Mapping (VSM) technique with Digital twin (DT) was proposed. In this method, DT offered a valuable way to fix the defect of VSM due to DT's advantages in dynamic value evaluation for mirror and simulation physical factory. VSM was employed on rough planning while DT was employed on detail optimization. The lean factory design solution could be efficient achieved and iterated optimized. © 2019, Editorial Department of CIMS. All right reserved.",2019,Flow control Manufacture Digital twin Factory design Simulation Smart manufacturing Value stream mapping MappingDigital twin Factory design Simulation Smart manufacturing Value stream mapping,academic,"School of Mechanical Engineering, University of Science and Technology Beijing, Beijing, 100083, China; Process and Operational Management Consulting, Siemens (China) Co., Ltd., Beijing, 100102, China",302,0.21739130434782608
"Digital Twin Technologies, Architecture, and Applications: A Comprehensive Systematic Review and Bibliometric Analysis","Digital Twins, as a suite of technologies is progressively developing significant momentum in several fields of study. Various research works have been conducted outlining the concept, the underlying technologies, general and context-specific architectures, and applications. This study has been undertaken to identify relevant research areas, key authors, publishers, and geographical distribution of publications on digital twins through a systematic review and bibliometric analysis, to inform the trajectories of future research in the field. A keyword-based search for journals was first conducted in Web of Science Core Collection to obtain documents relevant for this study, and a systematic review was performed in accordance with the PRISMA guidelines. A bibliometric analysis was then performed on the extracted data using the VOSviewer software. The Tableau software and Microsoft Excel were also used to analyse and visualise some of insights derived from the analysis. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.",2022,Architecture Digital twin Digital twin application DT Reference model,academic,"Department of Business Systems and Operations, University of Northampton, Northampton, NN1 5PH, United Kingdom",308,0.2222222222222222
Automated Model Transformation in modeling Digital Twins of Industrial Internet-of-Things Applications utilizing AutomationML,"In recent years, the manufacturing industry sector has undergone major changes. Better known by the term Industry 4.0, this trend describes the transformation of centrally managed production systems towards decentralized value creation networks. As this leads to a strong increase regarding complexity, engineering such current or future manufacturing systems becomes a difficult task. An example for such a challenging engineering process is the selection of technical implementations fulfilling all requirements and performing the needed functions. In order to support this process, model-based systems engineering (MBSE) and its expressions like model-driven architecture (MDA) proved to be promising approaches. However, semi or fully automated model transformations, which could deal with the aforementioned issue, are still yet widely unexplored in the industrial area. Therefore, this paper introduces an approach transforming the logical architecture of a system into its technical implementation by utilizing AutomationML. As the goal is to perform this step automatically, additional tool support is provided by developing specific software. The results of this approach are thereby evaluated by a real-world case study, which is applied according to the concepts of the Reference Architecture Model Industrie 4.0 (RAMI 4.0). © 2021 IEEE.",2021,Internet of things Manufacture Network architecture Software design Systems engineering Architecture modeling Automated model transformations AutomationML Industrial internet of thing Model driven architectures Model-based system engineering Model-based system engineerings Model-driven architecture Reference architecture Reference architecture model industrie 4.0 Software architectureAutomationML Industrial Internet of Things (IIoT) Model-based Systems Engineering (MBSE) Model-driven Architecture (MDA) Reference Architecture Model Industrie 4.0 (RAMI 4.0),academic,"Josef Ressel Center For Dependable System-of-Systems Engineering, Urstein Sued 1, Puch/Salzburg, A-5412, Austria; Siemens Technology, Otto-Hahn-Ring 6, Munich, 81739, Germany; Siemens Technology, Guenther-Scharowsky-Str. 1, Erlangen, 91058, Germany; Otto-v.-Guericke University, Universitatsplatz 2, Magdeburg, D-39106, Germany",308,0.23728813559322035
Unifying digital twin framework: Simulation-based proof-of-concept,"In recent years, the Digital Twin (DT) concept has surfaced in many areas and landed the approach in top strategic technology trends. However, there seems to be no unique understanding of the concept, and debates about what is a DT are leading to ambiguity on the concrete solution to be developed in a given situation. This paper introduces a unifying reference framework, to both serve as a conceptual basis that disambiguates the concept and a guide to derive custom solutions. It is a technology-agnostic three-layered model, which reconciles existing understandings of DT under a common umbrella. We also derive an operational architecture as a possible implementation of the framework, which we demonstrate on two use cases. The large adoption of such a framework will draw a clear line between what is a DT and what is not, while establishing a high-level standard model for DT engineering. © 2021 The Authors. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0)",2021,Anylogic Custom solutions Framework Layered modeling Operational architecture Proof of concept Reference frameworks Simulation Strategic technologies Technology trendsAnylogic Digital twin Framework Simulation,academic,"IMS, CNRS, UMR 5218, University of Bordeaux, Talence, France",308,0.3181818181818182
Explainable Modeling in Digital Twin,"Stakeholders' participation in the modeling process is important to successful Digital Twin (DT) implementation. The key question in the modeling process is to decide which options to include. Explaining the key question clearly ensures the organizations and end-users know what the digital models in DT are capable of. To support successful DT implementation, we propose a framework of explainable modeling to enable the collaboration and interaction between modelers and stakeholders. We formulate the modeling process mathematically and develop three types of automatically generated explanations to support understanding and build trust. We introduce three explainability scores to measure the value of explainable modeling. We illustrate how the proposed explainable modeling works by a case study on developing and implementing a DT factory. The explainable modeling increases communication efficiency and builds trust by clearly expressing the model competencies, answering key questions in modeling automatically, and enabling consistent understanding of the model.  © 2021 IEEE.",2021,Automatically generated Case-studies Communication efficiency Digital modeling End-users Modeling process Stakeholder participation,academic,"Tsinghua University, Department of Industrial Engineering, Beijing, 100084, China; University of California, Department of Industrial Engineering and Operations Research, Berkeley, 94720, CA, United States",316,0.3333333333333333
Using automationml and graph-based design languages for automatic generation of digital twins of cyber-physical systems,"The interdisciplinary development of smart factories and cyber-physical systems CPS shows the weaknesses of classical development methods. For example, the communication of the interdisciplinary participants in the development process of CPS is difficult due to a lack of cross-domain language comprehension. At the same time, the functional complexity of the systems to be developed increases and they act operationally as independent CPSs. And it is not only the product that needs to be developed, but also the manufacturing processes are complex. The use of graph-based design languages offers a technical solution to these challenges. The UML-based structures offer a cross-domain language understanding for all those involved in the interdisciplinary development process. Simulations are required for the rapid and successful development of new products. Depending on the functional scope, graphical simulations of the production equipment are used to simulate the manufacturing processes as a digital factory or a virtual commissioning simulation. Due to the high number of functional changes during the development process, it makes sense to automatically generate the simulation modelling as digital twins of the products or means of production from the graph-based design languages. The paper describes how digital twins are automatically generated using AutomationML according to the Reference Architecture Model Industry 4.0 (RAMI 4.0) or the Industrial Internet Reference Architecture (IIRA). © 2020 The authors and IOS Press.",2020,Computer simulation languages Cyber Physical System Embedded systems Graphic methods Manufacture Modeling languages Product design Automatic Generation Automatically generated Functional complexity Manufacturing process Means of productions Production equipments Reference architecture Virtual commissioning Digital twinAutomationML Crossdomain Engineering Digital Twin Graph-based Design Languages RAMI 4.0,academic,"Albstadt-Sigmaringen University, Albstadt, Germany; CMC-Kiesel GmbH, Hechingen, Germany",316,0.2558139534883721
Towards developing multiscale-multiphysics models and their surrogates for digital twins of metal additive manufacturing,"Artificial intelligence (AI) embedded within digital models of manufacturing processes can be used to improve process productivity and product quality significantly. The application of such advanced capabilities particularly to highly digitalized processes such as metal additive manufacturing (AM) is likely to make those processes commercially more attractive. AI capabilities will reside within Digital Twins (DTs) which are living virtual replicas of the physical processes. DTs will be empowered to operate autonomously in a diagnostic control capacity to supervise processes and can be interrogated by the practitioner to inform the optimal processing route for any given product. The utility of the information gained from the DTs would depend on the quality of the digital models and, more importantly, their faster-solving surrogates which dwell within DTs for consultation during rapid decision-making. In this article, we point out the exceptional value of DTs in AM and focus on the need to create high-fidelity multiscale-multiphysics models for AM processes to feed the AI capabilities. We identify technical hurdles for their development, including those arising from the multiscale and multiphysics characteristics of the models, the difficulties in linking models of the subprocesses across scales and physics, and the scarcity of experimental data. We discuss the need for creating surrogate models using machine learning approaches for real-time problem-solving. We further identify non-technical barriers, such as the need for standardization and difficulties in collaborating across different types of institutions. We offer potential solutions for all these challenges, after reflecting on and researching discussions held at an international symposium on the subject in 2019. We argue that a collaborative approach can not only help accelerate their development compared with disparate efforts, but also enhance the quality of the models by allowing modular development and linkages that account for interactions between the various sub-processes in AM. A high-level roadmap is suggested for starting such a collaboration. © 2021 The Authors",2021,Additives Decision making Industry 4.0 Machine learning Problem solving Digital modeling Machine-learning Manufacturing IS Manufacturing process Metal additives Multi-physics modeling Multiscale models Process productivity Process products Products quality 3D printersAdditive manufacturing Artificial intelligence Digital twins Industry 4.0 Machine learning Multiphysics modeling Multiscale modeling,academic,"CSIRO Manufacturing, Private Bag 10, Clayton, 3169, VIC, Australia; CSIRO Manufacturing, PO Box 218, Lindfield, 2070, NSW, Australia; School of Computing, Australian National University, Acton, 2601, ACT, Australia; Department of Materials Science and Engineering, Pennsylvania State University, University Park, 16802, PA, United States; Lawrence Livermore National Laboratory, 7000 East Avenue, Livermore, 94550, CA, United States; Ira A. Fulton Schools of Engineering at Arizona State University, 699 S Mill Ave, Tempe, 85281, AZ, United States; Nanjing University of Aeronautics and Astronautics, Nanjing, Jiangsu, China",324,0.32558139534883723
Robust additive manufacturing performance through a control oriented digital twin,"The additive manufacturing process control utilizing digital twins is an emerging issue. However, robustness in process performance is still an open aspect, due to uncertainties, e.g., in material properties. To this end, in this work, a digital twin offering uncertainty management and robust process control is designed and implemented. As a process control design method, the Linear Matrix Inequalities are adopted. Within specific uncertainty limits, the performance of the process is proven to be acceptably constant, thus achieving robust additive manufacturing. Variations of the control law are also investigated, in order for the applicability of the control to be demonstrated in different machine architectures. The comparison of proposed controllers is done against a fine-tuned conventional proportional–integral–derivative (PID) and the initial open-loop model for metals manufacturing. As expected, the robust control design achieved a 68% faster response in the settling time metric, while a well-calibrated PID only achieved 38% compared to the initial model. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",2021,Additive manufacturing Digital twin Process control Process robustness,academic,"Laboratory for Manufacturing Systems and Automation, Department of Mechanical Engineering and Aeronautics, University of Patras, Patras, 26504, Greece",324,0.375
