Name,Type,Material Type,Link,Keyword,Country,Year,Abstract,Responsible,Status,Created by,Created time
Partial least squares regression of oil sands processing variables within discrete event simulation digital twin,Academic,Article,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108596250&doi=10.3390%2fmin11070689&partnerID=40&md5=90086f7897b01b8c9cc8f4991b37df1a,"Bitumen extraction, Bitumen processability, Digital twin, Discrete event simulation, Geological uncertainty, Modes of operation, Multivariate statistics, Oil sands, Partial least squares regression",Canada,2021,"Oil remains a major contributor to global primary energy supply and is, thus, fundamental to the continued functioning of modern society and related industries. Conventional oil and gas reserves are finite and are being depleted at a relatively rapid pace. With alternative fuels and technologies still unable to fill the gap, research and development of unconventional petroleum resources have accelerated markedly in the past 20 years. With some of the largest bitumen deposits in the world, Canada has an active oil mining and refining industry. Bitumen deposits, also called oil sands, are formed in complex geological environments and subject to a host of syn-and post-depositional processes. As a result, some ores are heterogeneous, at both individual reservoir and regional scales, which poses significant problems in terms of extractive processing. Moreover, with increased environmental awareness and enhanced governmental regulations and industry best practices, it is critical for oil sands producers to improve process efficiencies across the spectrum. Discrete event simulation (DES) is a computational paradigm to develop dynamic digital twins, including the interactions of critical variables and processes. In the case of mining systems, the digital twin includes aspects of geological uncertainty. The resulting simulations include alternate operational modes that are characterized by separate operational policies and tactics. The current DES framework has been customized to integrate predictive modelling data, generated via partial least squares (PLS) regression, in order to evaluate system-wide response to geological uncertainty. Sample computations that are based on data from Canada’s oil sands are presented, showing the framework to be a powerful tool to assess and attenuate operational risk factors in the extractive processing of bitumen deposits. Specifically, this work addresses blending control strategies prior to bitumen extraction and provides a pathway to incorporate geological variation into decision-making processes throughout the value chain. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",,Not started,Alex,"October 25, 2022 7:02 PM"
Digital twin and big data-driven sustainable smart manufacturing based on information management systems for energy-intensive industries,Academic,Article,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139083117&doi=10.1016%2fj.apenergy.2022.119986&partnerID=40&md5=7a34f18623515707b6df41f8ae225792,"Big data, Big data-driven, China, Cost benefit analysis, Cost reduction, Data acquisition, Data driven, Data integration, Digital twin, Energy conservation, Energy cost, Energy intensive industries, Energy management, Energy utilization, Energy-intensive industries, Information management, Information management systems, Internet, Internet of things, Internet of things technologies, Life cycle, Manufacture, Manufacturing, Manufacturing strategy, Real time control, Smart manufacturing, Sustainability, Sustainable and smart manufacturing strategy, Sustainable development, Sustainable manufacturing, environmental protection","China, Finland, Sweden",2022,"Internet of Things (IoT) technology, which has made manufacturing processes more smart, efficient and sustainable, has received increasing attention from the industry and academia. As one of the most important applications for IoT, sustainable smart manufacturing enables lower cost, higher productivity and flexibility, better quality and sustainability during the product lifecycle management. Over the years, numerous enterprises have promoted the implementation of both sustainable and smart manufacturing. In the Industry 4.0 context, a ‘digital twin’ is widely used to achieve smart manufacturing, although this approach often ignores sustainability. This study aims to simultaneously consider digital twin and big data technologies to propose a sustainable smart manufacturing strategy based on information management systems for energy-intensive industries (EIIs) from the product lifecycle perspective. The integration of digital twin and big data provides key technologies for data acquisition in energy-intensive production environments, prediction and mining in uncertain environments as well as real-time control in complex working conditions. Moreover, a digital twin-driven operation mechanism and an overall framework of big data cleansing and integration are designed to explain and illustrate sustainable smart manufacturing. Two case studies from Southern and Northern China demonstrate the efficacy of the strategy, with the results showing that Companies A and B achieved the goals of energy saving and cost reduction after implementing the proposed strategy. By applying an energy management system, the unit energy consumption and energy cost of production in Company A decreased by at least 3%. In addition, the ‘cradle-to-gate’ lifecycle big data analysis indicates that the costs of environmental protection in Company B decrease significantly. Finally, the effectiveness of the proposed strategy and some managerial insights for EIIs in China are analysed and discussed. © 2022 The Author(s)",,Not started,Alex,"October 25, 2022 7:02 PM"
Analysis and application of manufacturing data driven by digital twins,Academic,Conference Paper,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112757781&doi=10.1088%2f1742-6596%2f1983%2f1%2f012104&partnerID=40&md5=8f5088467f52b06c8226df872f4b4b7c,"Classification (of information), Data acquisition, Data cleaning, Data driven, Data handling, Data mining, Deep Learning, Development directions, Digital twin, Model data, Overall process, Production process, Real-time matching, Text format",China,2021,"This article introduces the importance of data processing to the production process and the application of data in the digital twin workshop. Then the overall process of data processing is introduced. First, several typical data acquisition methods are listed, feed the collected data to the digital twin model, and then extract the model data for integration and convert it into the same XML text format. Perform data cleaning and data analysis on it, and then use the DBN in deep learning to extract and classify the data to complete the real-time matching and transmission of production information to employees. Finally, the future development direction of the data analysis will be briefly summarized. © Published under licence by IOP Publishing Ltd.",,Not started,Alex,"October 25, 2022 7:02 PM"
An effective architecture of digital twin system to support human decision making and AI-driven autonomy,Academic,Conference Paper,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096747182&doi=10.1002%2fcpe.6111&partnerID=40&md5=c23a0cc18307a73da815c220c171b6cd,"Computer architecture, Critical component, Data Analytics, Decision making, Digital twin, Human decision making, Hyperparameters, IoT, Manufacture, Maturity model, Metadata, Mining process, Production environments, computational intelligence, decision making support, hybrid system",Australia,2021,"With the development of IoT technologies, digital twin has become an increasingly popular concept that is considered the next generation of digitalization for decision making support (human-oriented) and even fully autonomous. However, although there are a few research projects that have proposed available digital twin architectures, they are either missing critical components or difficult to be converted into a practical application. In this article, everything we proposed had been implemented in our production environment and is facilitating our manufacturing and mining processes. It is initiated by a data analytic maturity model which formulates the evaluation route of data analytics. Then, a novel six-layer digital twin model is established that aims to set the standards. In this model, we defined that all the automated calculation jobs should be driven by digital twin metadata such as the hyperparameters of machine learning. The metadata will be updated by metadata updating feedback flow which most current digital twin projects are missing. © 2020 John Wiley & Sons, Ltd.",,Not started,Alex,"October 25, 2022 7:02 PM"
Improving process using digital twin: A methodology for the automatic creation of models,Academic,Conference Paper,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083371674&partnerID=40&md5=a4244de994fe8a4fb50485700b848957,"Application range, Automatic creations, Business Process Reengineering (BPR), Business process re-engineering, Data mining, Digital twin, Flexible blocks, Harbor, Healthcare, Medical computing, Medical database, Reengineering, Surveys","Italy, United States",2019,"This paper aims to introduce a new flexible block in order to manage processes in Business Process Reengineering. This splits an activity in multiple ones and, when the last ends, they are collected in a new single output activity. This block has been created using AnyLogic® software. Furthermore, in order to show the wide application range of this block two different applications are provided. The first one has been performed in a harbor and the data are collected by means of questionnaires. The second one has been performed in a hospital, in particular in the surgical process. In this last application the data are gathered using Data Mining applied to real medical database which contains a huge amount of data. © Newswood Limited.All right reserved.",,Not started,Alex,"October 25, 2022 7:02 PM"
Digital Twins of Operational Scenarios in Mining for Design of Customized Product-Service Systems Solutions,Academic,Conference Paper,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133536294&doi=10.1016%2fj.procir.2022.05.290&partnerID=40&md5=a01125e89144f8811939b75e9877a6f7,"Construction equipment, Context variables, Customized products, Design, Design space exploration, Digital twins, Economic and social effects, Electromobility, Mining sites, Operational scenario, Product design, Product-Service Systems, Sensitivity analysis, System of systems, System solution, System-of-systems, Systems of Systems, Trade-off analysis",Sweden,2022,"The paper presents an approach, based on the development of digital twins, to support the transition toward electromobility and autonomy in the mining industry, by supporting the design space exploration of future operational scenarios based on different construction equipment and mining site configurations. With such an intent, the paper presents an approach combining systems and systems-of-systems simulations to run trade-off analysis based on different product-service systems (PSS) configurations. Additionally, the paper integrates the ""operational context""variables in PSS design simulations to create a digital twin of a ""mining operational scenario""customizable for the specific configurations of each mine. The paper exemplifies the proposed approach by contextualizing in a reference mining site describing how the multi-dimensional simulations have enabled PSS trade-off analysis and PSS sensitivity analyses, and how operational context variables are integrated into the digital twin of the operational scenario. © 2022 The Authors.",,Not started,Alex,"October 25, 2022 7:02 PM"
Data mining in process engineering as a key enabler of intelligent digital twins for data-driven optimization of process management [Data Mining in der Prozesstechnik als Key-Enabler intelligenter Digitaler Zwillinge für eine datengetriebene Optimierung der Prozessführung],Academic,Article,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135634720&doi=10.51202%2f9783181023990-231&partnerID=40&md5=8ad7c69d38bc68a697b98ac0309fd9f4,"Application examples, Batch data processing, Batch process, Cleaning, Crossflow filtrations, Data mining, Data-driven optimization, Filtration, Historical process, In-process, Process Variables, Process data, Process management, Protein powders, Proteins",Germany,2022,"This paper shows how similarities between process variables can be described by data mining on historical process data. As an application example Dynamic Crossflow Filtration (DCF) is considered, which is used to clarify wine or to produce protein powder from protein-con-taining suspensions. Characteristically, the filtration processes in these plants consist of indi-vidual production phases (batch processes) between which cleaning programs of the plant and the filter run. The cost of extensive cleaning must be weighed against the benefit of sub-sequent separation phases to optimize plant downtime, product quality and resource utiliza-tion. The presented data mining approach can be used to identify dependencies in coupled, sequential batch and cleaning processes. © 2022, VDI Verlag GMBH. All rights reserved.",,Not started,Alex,"October 25, 2022 7:02 PM"
Machine Learning based Digital Twin Framework for Production Optimization in Petrochemical Industry,Academic,Article,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066307148&doi=10.1016%2fj.ijinfomgt.2019.05.020&partnerID=40&md5=5cc95ab869c2986f2aa7c98a092105ff,"Control optimization, Data mining, Digital twin, E-learning, Engineering education, Environmental characteristic, Intelligent Manufacturing, Intelligent production control, Internet of things, Learning systems, Machine learning, Machine learning technology, Manufacture, Metadata, Petrochemical plants, Petrochemicals, Process manufacturing industries, Production control, petrochemical industry, production control optimization",China,2019,"Digital twins, along with the internet of things (IoT), data mining, and machine learning technologies, offer great potential in the transformation of today's manufacturing paradigm toward intelligent manufacturing. Production control in petrochemical industry involves complex circumstances and a high demand for timeliness, therefore, agile and smart controls are important components of intelligent manufacturing in the petrochemical industry. This paper proposes a framework and approaches for constructing a digital twin based on the petrochemical industrial IoT, machine learning and a practice loop for information exchange between the physical factory and a virtual digital twin model to realize production control optimization. Unlike traditional production control approaches, this novel approach integrates machine learning and real-time industrial big data to train and optimize digital twin models. It can support petrochemical and other process manufacturing industries to dynamically adapt to the changing environment, respond in a timely manner to changes in the market due to production optimization, and improve economic benefits. Accounting for environmental characteristics, this paper provides concrete solutions for machine learning difficulties in the petrochemical industry, e.g., high data dimensions, time lags and alignment between time series data, and high demand for immediacy. The approaches were evaluated by applying them in the production unit of a petrochemical factory, and a model was trained via industrial IoT data and used to realize intelligent production control based on real-time data. A case study shows the effectiveness of this approach in the petrochemical industry. © 2019 Elsevier Ltd",,Not started,Alex,"October 25, 2022 7:02 PM"
Feasibility study of intelligent healthcare based on digital twin and data mining,Academic,Conference Paper,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127435397&doi=10.1109%2fCISAI54367.2021.00182&partnerID=40&md5=ea4ce7cd9cf7cdf13ef73a8d7e4626f9,"Algorithmic model, Component, Data mining, Digital replicas, Digital twins, Feasibility studies, Health care, Life cycle, Life-cycle process, Medical computing, Medical information, Real-time data, SEER, Smart Healthcare, Virtual models",China,2021,"Its use of historical and real-time data and algorithmic models to digitally create virtual models of physical entities to simulate, validate, predict, and control the full lifecycle processes of physical entities is widely acknowledged as a digital twin. A digital twin is essentially a digital replica of a physical entity or process. With the advancement of data mining and digital twin technology, digital twin combined with medical information data mining is gaining popularity, and this paper conducts corresponding research based on data mining and digital twin technology. First, the sensors on the patient are read. Second, the sensor data is extracted from EEG data features. Finally the patient's medical history data is data mined from the SEER database, primarily for specific cancer patients, and an overall assessment of the patient's medical health status and feedback to the patient is provided through the integration of the above data. © 2021 IEEE.",,Not started,Alex,"October 25, 2022 7:02 PM"
Resource planning for risk diversification in the formation of a digital twin enterprise,Academic,Article,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090799751&doi=10.5267%2fj.ac.2020.8.016&partnerID=40&md5=5f879a57ef4b77a544ba1a08f6c3eaa3,"Digital twin, Digital twin instances, Digital twin life cycle, Digital twin prototypes, Investment portfolio, Resource planning, Risk diversification, Stochastic uncertainty",Ukraine,2020,"Recently, there has been explosive growth in the development of the digital industry concept. One of the most important elements of this concept is the application of mathematical modeling methods and data mining to create models of production processes and final products, with the aim of making decisions under stochastic uncertainty. In this paper, a method of diversifying the investment portfolio in the formation of a digital twin is proposed, which is aimed at reducing the total risk by distributing existing assets (resources, investments, etc.) between the analog and digital enterprises. Three types of scenario are proposed: pessimistic-when an enterprise-a pessimist-does not show risk exposure under this scenario when forming a digital counterpart, neutral-when an enterprise shows a neutral attitude to risk (indifference), optimistic-enterprise-optimist is exposed to risk, in particular the risk of untapped opportunities. The result is a set of optimal portfolios, each reflecting a particular position of the enterprise on the risks of untapped opportunities and a certain scenario of forming a portfolio structure, taking into account the relationship between the individual components of the risks of untapped opportunities. Highlighted the advantages of technology ""digital twins"" for business. Digital counterparts use the data obtained from sensors installed on production lines or on the basis of the final product to predict equipment malfunctions, optimize product quality and reduce the negative impact of production processes on the environment. © 2020 by the authors, licensee Growing Science, Canada.",,Not started,Alex,"October 25, 2022 7:02 PM"
IoT-based mine ventilation control system architecture with digital twin,Academic,Conference Paper,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086763158&doi=10.1109%2fICIEAM48468.2020.9111995&partnerID=40&md5=19b4a42118786f7a808c398b8474639a,"Computing infrastructures, Cyber-physical system, Cyber-physical systems (CPS), Data handling, Digital twin, Dynamic calculations, Dynamics, Embedded systems, Energy conservation, Energy utilization, Environmental parameter, ICT infrastructures, InfluxData Platform, Information System Architecture, Internet of things, Manufacture, Memory architecture, Modelica, Network architecture, Physical parameters, User interfaces, Ventilation, Ventilation control, Ventilation systems",Russian Federation,2020,"The paper considers a dynamic ventilation system of the underground mining. The research is relevant from the point of view of safety and energy saving of mining operations, since the process of ventilation of underground mining companies consumes from 30 to 50% of all company electricity. Existing methods of ventilation control often do not ensure rational energy consumption, as they do not take into account the dynamics of air distribution and changes in environmental parameters. The proposed method includes basic algorithms for calculating the interrelationship of physical parameters of general natural draught between the trunks. The method includes: calculation of the draught's power, calculation of productivity and the choice of the required mode of operation for the main fan unit (MFU) considering the inertia of the ventilation system, dynamic calculation of the control signal on the fan unit taking into account the impact of the general natural draught. The method is focused on the implementation of the TICK stack used to create IoT applications as part of the Cyber-Physical System (CPS) for ventilation based on the InfluxData platform. The proposed CPS architecture consists of four subsystems: physical object subsystem, IoT network and computing infrastructure - ICT infrastructure, digital twin, user interface. CPS architecture provides processing of data from energy meters, controllers and air environment parameters, implemented in on-line and off-line calculation units. © 2020 IEEE.",,Not started,Alex,"October 25, 2022 7:02 PM"
Health Prediction of Shearers Driven by Digital Twin and Deep Learning [数字孪生与深度学习融合驱动的采煤机健康状态预测],Academic,Article,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086302889&doi=10.3969%2fj.issn.1004-132X.2020.07.007&partnerID=40&md5=54002312ec63f8d064b76d9761a3fa7d,"Behavior simulation, Condition monitoring, Data mining, Deep Learning, Digital twin, E-learning, Forecasting, Health, Health prediction, Learning systems, Monitoring and management, Physical parameters, Prediction methods, Prediction model, Real time monitoring, Remaining useful life(RUL) prediction, Rul predictions, Shearer, Working environment",China,2020,"In view of the difficult problems of condition monitoring and maintenance of shearers in poor working environment, combined with the high-fidelity behavior simulation characteristics of digital twin and the powerful data mining ability of deep learning, a prediction method of shearer health status driven by the fusion of digital twin and deep learning was proposed. The digital twin of shearers was constructed based on multi-physical parameters of physical space, and the health state early prognosis of shearers was realized by visual display and analysis in virtual space. A prediction model of RUL of shearer key parts was established based on deep learning, and the online RUL prediction of parts driven by real-time monitoring data was realized. The prediction of shearer health was obtained based on the status of digital twin and the value of RUL. Finally, the effectiveness of the method was verified by experiments, which provides a new idea for the monitoring and management of the health status of the shearers. © 2020, China Mechanical Engineering Magazine Office. All right reserved.",,Not started,Alex,"October 25, 2022 7:02 PM"
Product quality management model based on digital twins,Academic,Article,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126308306&doi=10.3772%2fj.issn.1002-0470.2022.01.012&partnerID=40&md5=c66bdedfa4b0410b966b93b87afd99ec,"Case-based reasoning, Data analysis, Digital twins, Predictive diagnostic, Quality management",China,2022,"Aiming at the problems such as the lack of feedback mechanism and the lag of management in the current quality management process, a production quality management method based on digital twin is further proposed on the basis of the traditional quality management model. This paper constructs a digital twin model of production quality, which is associated with physical production workshop, virtual production workshop, workshop quality twin data and workshop quality management system, and expounds the operation mechanism of the digital twin model. The method of data acquisition and fusion is used to form the workshop quality twin data, combined with the grey prediction model to predict the future quality data, and then through the case reasoning model the diagnosis of abnormal data is realized. Furthermore, taking the quality diagnosis of gear production process as an example, the gear processing quality is analyzed. Finally, a quality management system is built to verify the feasibility and effectiveness of this method. The proposed method realizes the prediction and diagnosis function of production quality, improves the intelligence, real-time and visualization of production quality management, and lays the foundation for quality knowledge mining under big data. © 2022, Editorial Department of the Journal of Chinese High Technology Letters. All right reserved.",,Not started,Alex,"October 25, 2022 7:02 PM"
Digital twin of city: Concept overview,Academic,Conference Paper,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098669959&doi=10.1109%2fGloSIC50886.2020.9267879&partnerID=40&md5=f07e1b45d97e38815f86cdf9e4996a14,"Data mining, Digital twin, Evolutionary approach, Fog computing, Hardware and software, Hardware platform, Neural networks, Neural-networks, Sensor, Smart city, Software platforms, Urban economy, Urban environments, Vector systems, sensors, urban management",Russian Federation,2020,"This article presents the concept of the digital twin of a city. The urban economy is a complex multi-vector system. Creating a single digital twin of such a system is now a difficult task to solve. In this article the concept of a digital twin of a city is presented. The authors propose an evolutionary approach to this problem, according to which digital twins of individual elements of the urban environment are consistently built on a single hardware and software platform. These digital twins are linked in a single cooperative system that allows one digital twin to use data produced by other digital twins. The article gives the definition and architecture of such a system. It describes the classes of models that can be used to create digital twins. Special attention is paid to neural network models and models for data analysis. The information infrastructure of the digital twin of a city, including sensory networks, data cleansing mechanisms and nebulous calculations, is considered. © 2020 IEEE.",,Not started,Alex,"October 25, 2022 7:02 PM"
Research on mining of transmission grid assets of heterogeneous system based on digital twin,Academic,Conference Paper,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101657501&doi=10.1109%2fEI250167.2020.9346945&partnerID=40&md5=23ab1ab63f956990413056c17a87dd74,"Defective text mining, Digital twin, Electric power transmission networks, Equipment maintenance, Heterogeneous systems, Information management, Long short-term memory, Management level, Power grid company, Power transformer, Power transformers, State assessment, State evaluation, Transmission and transformation assets, Transmission grids, Transmissions, monitoring system",China,2020,"It is meaningful that power grid companies accurately assess the status of the power transformer and rationally arrange equipment maintenance, fault diagnosis, and replacement to enhance their management level and benefits and to ensure the safe and stable operation of entire power grid because the transformer is key equipment for power grid assets in power systems. However, it is difficult to accurately describe the attributes of assets by a single monitoring system. Therefore, it is necessary to organize all recording data related to power assets in different information systems and to dig out important attributes such as the value and life of assets, and then provide important support for the improvement of the management level of power assets. Currently, digital twins technology has received widespread attention in various regions to represent any object or its characteristics, but their application in power systems is still limited. Therefore, this paper proposes a method of transformer state assessment based on digital twins. Firstly, we combed the characteristics of multi-source heterogeneous systems, integrates and builds a complete set of asset attribute index systems, and then obtains sample data and labels from various systems. Secondly, we fully labeled the value of data and guided the actual state evaluation decision. Finally, we compared the sample data of the digital twin model with the labels and physical systems to improve the actual system's state evaluation capabilities. © 2020 IEEE.",,Not started,Alex,"October 25, 2022 7:02 PM"
Digital Twins as a New Paradigm of an Industrial Enterprise,Academic,Article,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098494122&doi=10.14716%2fijtech.v11i6.4427&partnerID=40&md5=2ce79b6e71d5d942dfe3529ced9c9e1a,"Digital technology, Industry 4.0, Management, Virtual production concept, industry",Russian Federation,2020,"The aim of this research is to investigate the core principles and possibilities of using digital twin technology for the development of Russia's industrial sectors, taking into account the international experience. Theoretical and methodological research has been based on the scientific works of domestic and foreign scientists on the use of digital technologies in the management of economic systems, including industry. The study was based on a set of quantitative and qualitative methods, including case analysis and text mining. A semantic analysis of scientific publications and industry literature was conducted to assess the condition of the problem field and determine trends in the digital transformation of industries from the standpoint of digital twin technology. In addition, an open-source collection of over 100 case files reflecting the practice of introducing digital twins into production processes was compiled. It has been proven that digital twins provide a wide range of possibilities for production enterprises: increased productivity, efficient use of resources, energy intensity and efficiency, reduction of different kinds of costs at all stages of the product life cycle, production of new types of products, and the modification of the organization's business model. A SWOT analysis of economic entities using digital twins was undertaken, which made it possible to identify the opportunities and threats of their introduction into the production process. The study results have refined the model of a new generation industrial economic system based on the functionality of a digital twin, including the parameters of system and predictive analytics, as well as the Internet of Things platform. © 2020 xx",,Not started,Alex,"October 25, 2022 7:02 PM"
Active Behavior Mining for Digital Twins Extraction,Academic,Article,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139345903&doi=10.1109%2fMITP.2022.3193044&partnerID=40&md5=da62423c08a440ce6c555c3f9186a287,"Active behaviours, Block-chain, Cybe-physical systems, Cyber-physical systems, Embedded systems, Gartner, Immersive, Manufacture, Philosophical aspects, Quantum Computing, Quantum computers, Smart manufacturing, Strategic technologies, Supply chains, Technology trends",Ireland,2022,"Engineering adequate digital twins for Cyber-Physical Systems (CPSs) is a complex, multidimensional challenge. In 2019, the Gartner group7 listed digital twins in the top 10 strategic technology trends, next to blockchain, artificial intelligence, empowered edge, privacy and ethics, quantum computing, immersive experiences, augmented analytics, and autonomous things. Digital twins are a new entry and they start to play a role well beyond the smart manufacturing domain from which they originate: they are used to figure out supply chains8 disruptions for manufacturing, or in initiatives to cocreate digital twins for (cancer) patients.1. © 1999-2012 IEEE.",,Not started,Alex,"October 25, 2022 7:02 PM"
Parallel Mining Operating Systems: From Digital Twins to Mining Intelligence [平行矿山: 从数字孪生到矿山智能],Academic,Article,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113525172&doi=10.16383%2fj.aas.2021.y000001&partnerID=40&md5=85b80450f2daf968cc2dda85a486f144,"Artificial intelligence technologies, Artificial societies, Coal industry, Coal mines, Communication subsystems, Computation theory, Computational experiment, Data fusion, Digital quadruplets, Digital twin, Digital twins, Graph structures, Knowledge representation, Mining intelligence, Open pit coal mine, Open pit mining, Operating infrastructure, Parallel executions, Parallel managements, Parallel mining, Parallel smart mine infrastructure, Unmanned mines, Vehicles","Canada, China",2021,"In view of the development of coal mine industries in China, the requests to unmanned mines are urgently and immediately. In this paper, the parallel management and control of mining operating infrastructure that integrates the smart mine theories, the ACP (artificial societies + computational experiments + parallel execution) based parallel intelligence approaches and the new generation of artificial intelligence (AI) technologies (including data fusion, knowledge graph, edge computing, etc.) is proposed. The intelligent mine operation system (IMOS) that realizes parallel mining is designed. This paper analyzes the development trends of open-pit coal mines industries, the stages of current researches on intelligentization of open-pit mines at home and abroad, and deeply integrates with digital quadruple theory to design the IMOS architecture. Besides, the IMOS subsystems are introduced in details, including: the single-vehicle operating subsystem, multi-vehicle collaboration subsystem, vehicle-road collaboration subsystem, unmanned intelligent subsystem, dispatch management subsystem, parallel management and control subsystem, supervisory subsystem, remote takeover subsystem and communication subsystem, and the key technologies in IMOS are discussed. The smart mine operating system presented in this paper is the first systemic integrative solution for unmanned and intelligent mine, which covered all scenarios in open-pit mine intelligence, and taking social development factors as the measurement for mining area sustainable development. Copyright © 2021 Acta Automatica Sinica. All rights reserved.",,Not started,Alex,"October 25, 2022 7:02 PM"
Data-driven digital twins for technical building services operation in factories: A cooling tower case study,Academic,Article,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094668334&doi=10.3390%2fJMMP4040097&partnerID=40&md5=d75df219982b041ae565481b14abb8af,"CRISP-DM, Cooling capacity, Cooling tower, Data mining, Data-driven approach, Digital twin, Energy efficiency, Energy efficiency ratio, Technical building services",Germany,2020,"Cyber-physical production systems (CPPS) and digital twins (DT) with a data-driven core enable retrospective analyses of acquired data to achieve a pervasive system understanding and can further support prospective operational management in production systems. Cost pressure and environmental compliances sensitize facility operators for energy and resource efficiency within the whole life cycle while achieving reliability requirements. In manufacturing systems, technical building services (TBS) such as cooling towers (CT) are drivers of resource demands while they fulfil a vital mission to keep the production running. Data-driven approaches, such as data mining (DM), help to support operators in their daily business. Within this paper the development of a data-driven DT for TBS operation is presented and applied on an industrial CT case study located in Germany. It aims to improve system understanding and performance prediction as essentials for a successful operational management. The approach comprises seven consecutive steps in a broadly applicable workflow based on the CRISP-DM paradigm. Step by step, the workflow is explained including a tailored data pre-processing, transformation and aggregation as well as feature selection procedure. The graphical presentation of interim results in portfolio diagrams, heat maps and Sankey diagrams amongst others to enhance the intuitive understanding of the procedure. The comparative evaluation of selected DM algorithms confirms a high prediction accuracy for cooling capacity (R2 = 0.96) by using polynomial regression and electric power demand (R2 = 0.99) by linear regression. The results are evaluated graphically and the transfer into industrial practice is discussed conclusively. © 2020 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license (http://creativecommons.org/licenses/by/4.0/).",,Not started,Alex,"October 25, 2022 7:02 PM"
The prototype of the organizational maturity model's digital twin of an educational institution,Academic,Conference Paper,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098053463&doi=10.1088%2f1742-6596%2f1691%2f1%2f012121&partnerID=40&md5=7ca2ffc5620b0ca27ed1764e61a8a69c,"Automation, Digital twin, Discrete time control systems, E-learning, Educational institutions, Educational organizations, High-precision models, Optimal control methods, Organizational maturity, Organizational performance, Predictive analytics, Predictive modeling, Technological platform",Russian Federation,2020,"The article describes an approach to creating a high-precision model of a system of high-level indicators of an educational organization. The proposed solution is based on building a dynamic model of high-level organizational performance within the digital twin concept. BPMS ELMA was used as a technological platform for the solution. The predictive model is based on a linear model of a discrete-time automatic control system. The digital twin is supplemented by a recommendation module using optimal control methods and recursive filters. The parameters of the predictive digital twin model are refined based on the digital shadow data. As we collect digital shadow data, we should expect an increase in the accuracy of the forecast model, which in the future will allow us to speak of it as a model with high accuracy. © Published under licence by IOP Publishing Ltd.",,Not started,Alex,"October 25, 2022 7:03 PM"
Constructing digital twins for accurate and reliable what-if business process analysis,Academic,Conference Paper,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114682040&partnerID=40&md5=8e8c9313d3a19790d2a903c04b641d24,"Business process analysis, Business process management, Causal inferences, Digital process, Digital twin, Discrete event simulation, Domain knowledge, Enterprise resource management, Hybrid modeling methods, Observational data, Standing problems",Estonia,2021,"A long-standing problem in the field of Business Process Management (BPM) is that of constructing accurate and reliable models for \what-if"" business process analysis (digital process twins). This paper formulates this problem in a general setting and spells out associated challenges. The paper suggests that this problem can be addressed by combining observational data, experimental data, and domain knowledge using hybrid modeling methods drawing from the fields of discrete event simulation, machine learning, and causal inference. © 2021 CEUR-WS. All rights reserved.",,Not started,Alex,"October 25, 2022 7:03 PM"
Digital Twin for Additive Manufacturing: A Critical Tool for the Future,Academic,Conference Paper,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105390403&doi=10.1109%2fICCIKE51210.2021.9410721&partnerID=40&md5=d4c68a21abb099e43cd7f67991bbf32c,"3D printers, Additive manufacturing, Additives, Aircraft, Digital twin, Innovative approaches, Intelligent computing, Rapid Prototyping","India, United Arab Emirates",2021,"With airplane turbines being a key contributor to such negative developments, there has been an increasing interest in research regarding the optimization of airplane turbines. This paper adopts an innovative approach that bridges the digital and physical through the application of digital twin technology to additive manufacturing in order to optimize product development. © 2021 IEEE.",,Not started,Alex,"October 25, 2022 7:03 PM"
