papers_name,papers_abstract,papers_year,papers_keywords,papers_type,papers_country,papers_cluster_number,papers_keywords_score
Production Recipe Validation through Formalization and Digital Twin Generation,"The advent of Industry 4.0 is making production processes every day more complicated. As such, early process validation is becoming crucial to avoid production errors thus decreasing costs. In this paper, we present an approach to validate production recipes. Initially, the recipe is specified according to the ISA-95 standard, while the production plant is described using AutomationML. These specifications are formalized into a hierarchy of assume-guarantee contracts. Each contract specifies a set of temporal behaviors, characterizing the different machines composing the production line, their actions and interaction. Then, the formal specifications provided by the contracts are systematically synthesized to automatically generate a digital twin for the production line. Finally, the digital twin is used to evaluate, and validate, both the functional and the extra-functional characteristics of the system.The methodology has been applied to validate the production of a product requiring additive manufacturing, robotic assembling and transportation. © 2020 EDAA.",2020,Digital twin Formal specification Model checking Robotic assembly AutomationML Functional characteristics Process validation Production line Production plant Production process Temporal behavior ManufactureDesign Automation Digital Twin Simulation and Validation Smart Manufacturing,academic,"University of Verona, Department of Computer Science, Italy; Singapore University of Technology and Design, Singapore",316,0.26666666666666666
Research on Digital Twin Technology for Production Line Design and Simulation,"With the rapid development of big data, artificial intelligence and internet of things, digital twin technology becomes a new research hotspot in the field of intelligent manufacturing. In this paper, the digital twin technology for production line design and simulation is studied. Emphasis is laid on the building and fusion of production line model, virtual-real mapping and real-time interaction technology and virtual production line simulation and verification technology. The research content of this paper provides theoretical and technical reference for the application of digital twins in the design and implementation of manufacturing production line. © 2020, Springer Nature Switzerland AG.",2020,Industrial research Intelligent systems Design and implementations Digital twin Intelligent Manufacturing Model simulation Production line Production line design Real time interactions Virtual production line ManufactureDigital twin Intelligent manufacturing Modeling simulation Production line design,academic,"Shenyang Institute of Automation, Chinese Academy of Sciences, Shenyang, 110016, China; Institutes for Robotics and Intelligent Manufacturing, Chinese Academy of Sciences, Shenyang, 110016, China; China Guizhou Liyang Aero-Engine Co., Ltd., Guiyang, 210016, China",316,0.30303030303030304
PhysiNet: A combination of physics-based model and neural network model for digital twins,"As the real-time digital counterpart of a physical system or process, digital twins are utilized for system simulation and optimization. Neural networks are one way to build a digital twins model by using data especially when a physics-based model is not accurate or even not available. However, for a newly designed system, it takes time to accumulate enough data for neural network models and only an approximate physics-based model is available. To take advantage of both models, this paper proposed a model that combines the physics-based model and the neural network model to improve the prediction accuracy for the whole life cycle of a system. The proposed hybrid model (PhysiNet) was able to automatically combine the models and boost their prediction performance. Experiments showed that the PhysiNet outperformed both the physics-based model and the neural network model. © 2021 Wiley Periodicals LLC.",2022,Digital counterparts Model networks Neural network model Physical process Physical systems Physics-based models Real- time Simulation and optimization System optimizations System simulations Life cycledigital twin neural networks physics-based model system modeling,academic,"Advanced Manufacturing Research Centre, University of Sheffield, Rotherham, United Kingdom",322,0.25806451612903225
The use of Digital Twin for predictive maintenance in manufacturing,"This paper presents a methodology to calculate the Remaining Useful Life (RUL) of machinery equipment by utilising physics-based simulation models and Digital Twin concept, in order to enable predictive maintenance for manufacturing resources using Prognostics and health management (PHM) techniques. The resources and the properties of them are first modelled in a digital environment able to simulate the real machine’s behaviour. Data are gathered by machines’ controllers and external sensors to be used for the synchronous tuning of the digital models and their simulation. The outcome of the simulation is then used to assess the resource’s condition and to calculate RUL. In this way, the condition and the status of the machines can be monitored and predicted as a result from the simulation of physics-based models, without invasive techniques of common predictive maintenance solutions. A case study is presented in this paper where the proposed methodology is validated by predicting the RUL of an industrial robot. © 2019, © 2019 Informa UK Limited, trading as Taylor & Francis Group.",2019,Machinery Manufacture Manufacturing resource Physics-based modeling Physics-based Simulation Predictive maintenance Prognostics and health managements Remaining useful lives Rul predictions simulation MaintenanceManufacturing physics-based model predictive maintenance RUL prediction simulation,academic,"Laboratory for Manufacturing Systems and Automation, Department of Mechanical Engineering and Aeronautics, University of Patras, Patras, Greece",322,0.25
Methodology for enabling digital twin using advanced physics-based modelling in predictive maintenance,"This paper presents a methodology for advanced physics-based modeling aiming to enable the Digital Twin (DT) concept in predictive maintenance applications. The proposed methodology consists of two main pillars; Digital model creation and Digital Twin enabling. Following this procedure, which is analyzed in the paper, the user is able to define, create and utilize the digital model of a resource, as well as to enable the DT concept. A digital model of an industrial robot was created aiming to validate the proposed methodology which can be utilized potentially in predictive maintenance applications. © 2019 The Authors. Published by Elsevier Ltd.",2019,Digital twin Manufacture Digital model Physics-based modeling Physics-based modelling Predictive maintenanceDigital twin Physics-based modelling Predictive maintenance,academic,"Laboratory for Manufacturing Systems and Automation, University of Patras, Rion Patras, 26504, Greece",322,0.3125
A Surrogate Model to Predict Production Performance in Digital Twin-Based Smart Manufacturing,"With the dynamic arrival of production orders and unforeseen changes in shop-floor conditions within a production system, production scheduling presents a challenge for manufacturing firms to ensure production demands are met with high productivity and low operating cost. Before a production schedule is generated to process the incoming production orders, production planning is performed. Given the large number of input parameters involved in the production planning, it poses the challenge on how to systematically and accurately predict and evaluate production performance. Hence, it is important to understand the interactions of the input parameters between the production planning and the scheduling. This is to ensure that the production planning and the scheduling are coordinated and can be performed to achieve optimal production performance such as minimizing cost effectively and efficiently. Digital twin presents an opportunity to mirror the real-time production status and analyze the input parameters affecting the production performance in smart manufacturing. In this paper, we propose an approach to develop a surrogate model to predict the production performance using input parameters from a production plan using the capabilities of real-time synchronization of production data in digital twin. Multivariate adaptive regression spline (MARS) is applied to construct a surrogate model based on three categories of input parameters, i.e., current production system load, machine-based and product-based parameters. An industrial case study involving a wafer fabrication production is used to develop the surrogate model based on a random sampling of varying numbers of training data set. The proposed MARS model shows a high correlation coefficient and a large reduction in the number of input parameters for both linear and nonlinear cases with relation to three performances, namely flowtime, tardiness, and machine utilization. Copyright © 2021 by ASME.",2022,Flow control Forecasting Manufacture Planning Production control Scheduling Engineering informatics Input parameter Manufacturing planning Multivariate adaptive regression splines Production order Production performance Production Planning Production system Smart manufacturing Surrogate modeling Information managementDigital twin Engineering informatics Information management Manufacturing planning Multivariate adaptive regression spline Production performance Smart manufacturing Surrogate model,academic,"School of Mechanical and Aerospace Engineering, Nanyang Technological University, 50 Nanyang Avenue, Singapore, 639738, Singapore; Science and Engineering Research Council, Agency for Science, Technology and Research, 1 Fusionopolis Way, #20-10 Connexis, 138632, Singapore; Singapore Institute of Manufacturing Technology, 2 Fusionopolis Way, #08-04 Innovis, 138634, Singapore",323,0.2857142857142857
Toward digital validation for rapid product development based on digital twin: a framework,"Product development should cover product design, validation, and manufacturing. In traditional product development, physical validation based on physical trial manufacturing is the key step to confirm the design scheme before physical manufacturing. However, physical validation is costly and inefficient, which could be the main obstacle to achieving rapid product development. The emergence of digital twin provides an opportunity to accelerate product development by eliminating physical validation toward digital validation in the smart manufacturing era. Therefore, a framework of rapid product development based on digital twin is proposed in this paper. During product development, the new product is designed according to the new requirements in the virtual space, in which the existing digital twins of products can be referenced. Then, an ultrahigh-fidelity virtual manufacturing system is constructed for digital trial manufacturing based on the digital twin of the manufacturing system and the design scheme of the new product. An ultrahigh-fidelity digital prototype can be obtained from digital trial manufacturing for digital validation. The new product validation is executed on the digital prototype to test its performance. The digital validation results can be used to improve the design scheme of the new product and boost the corresponding manufacturing processes. In addition, the core characteristics and key technologies of rapid product development based on digital twin are discussed. Finally, a case study is presented to implement the proposed framework and to show the effectiveness of accelerating product development. © 2021, The Author(s).",2022,Agile manufacturing systems Digital devices Product design Design scheme Design validation Digital prototype Digital validation Manufacturing IS Product manufacturing Product validation Rapid product development Smart manufacturing Traditional products Product developmentDigital twin Digital validation Product development Smart manufacturing,academic,"School of Mechanical Engineering, Beijing Institute of Technology, Beijing, 100081, China; University of Chinese Academy of Sciences, Beijing, 100049, China; AVIC Technology Co. LTD, Beijing, 100083, China",323,0.32432432432432434
Automated manufacturing system discovery and digital twin generation,"The latest developments in industry involved the deployment of digital twins for both long and short term decision making, such as supply chain management, production planning and control. Modern production environments are frequently subject to disruptions and consequent modifications. As a result, the development of digital twins of manufacturing systems cannot rely solely on manual operations. Recent contributions proposed approaches to exploit data for the automated generation of the models. However, the resulting representations can be excessively accurate and may also describe activities that are not significant for estimating the system performance. Generating models with an appropriate level of detail can avoid useless efforts and long computation times, while allowing for easier understanding and re-usability. This paper proposes a method to automatically discover manufacturing systems and generate adequate digital twins. The relevant characteristics of a production system are automatically retrieved from data logs. The proposed method has been applied on two test cases and a real manufacturing line. The experimental results prove its effectiveness in generating digital models that can correctly estimate the system performance. © 2021 The Society of Manufacturing Engineers",2021,Decision making Digital twin Production control Supply chain management Automated generation Automated manufacturing systems Generating models Latest development Manual operations Manufacturing lines Production environments Production planning and control ManufactureDigital twins Industry 4.0 Manufacturing systems Process mining Simulation,academic,"Department of Mechanical Engineering, Politecnico di Milano, Via La Masa 1, Milan, 20156, Italy",323,0.32432432432432434
Creation of digital twins - Key characteristics of physical to virtual twinning in mechatronic product development,"Due to the falling costs of computational resources and the increasing potential of data acquisition, interest in digital twins, a virtual copy of the physical original, and their industrial application is increasing. Nevertheless, there is limited published work on how to support the process of physical to virtual twinning and what its key aspects are. The aim of this study is to present insights with regards to physical to virtual twinning gained from modelling projects in mechatronic product development. We conducted a survey and in-depth interviews with members of modelling projects. In the surveys and interviews we identified how physical products and virtual models were linked, which virtual models were used and which general challenges and key aspects are considered important by the project members. Our findings show that the key characteristics that pose challenges to modelling regarding physical to virtual twinning are model granularity, model validation, and model integration and interconnectivity. © ICED 2021.All right reserved.",2021,Data acquisition Product design Product development Computational resources Design-process In-depth interviews Key characteristics Mechatronic product development Model programs Product modeling / model Product models Simulation Virtual models SurveysDesign process Digital Twin Product modelling / models Simulation,academic,"IPEK Institute of Product Engineering, Karlsruhe Institute of Technology (KIT), Germany",323,0.4444444444444444
A digital twin-based approach for multi-objective optimization of short-term production planning,"Short-term multi-product production planning strongly depends on manifold considerations which can be related to backlog production, product-type prioritization, machine capacity, and set-ups. Different manufacturing systems conditions may lead to different objectives. In this context, it is rather difficult to define a-priori optimal production plans. This paper presents an effective approach for short-term production planning of multi-product systems based on the integration of a Digital Twin and a multi-objective optimization method. The proposed approach has been implemented in a real industrial case of the railway sector. Numerical results show that useful insights can be inferred from the proposed methodology. © 2021 The Authors. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0)",2021,Artificial intelligence Decision support systems Manufacture Multiobjective optimization Planning Intelligent decision support system in manufacturing Intelligent decision-support systems Intelligent manufacturing system Manufacturing operations Modeling of manufacturing operation Multi-objectives optimization Multi-products Product production Production Planning Production planning and control Production controlIntelligent decision support systems in manufacturing Intelligent manufacturing systems Modeling of manufacturing operations Multi-objective optimization Production planning and control,academic,"Department of Mechanical Engineering, Politecnico di Milano, Milano, Italy; Enginsoft, Italy; Enginsoft Nordic, Sweden; IDEKO, Spain",323,0.27586206896551724
The digital twin as a core component for industry 4.0 smart production planning,"Production systems that adhere the Industry 4.0 vision require new ways of control and integration of individual components, such as robots, transportation system shuttles or mobile platforms. This paper proposes a new production system control concept based on closing a feedback loop between a production planning system and a digital twin of the physical production system. The digital twin keeps up-to-date information about the current state of the physical production system and it is combined with the production planner utilizing artificial intelligence methods. Production recipes and concrete process instantiations are planned for each production order on-the-fly, based on the production system state retrieved form the digital twin. This approach provides a high flexibility in terms of ability to add and to remove products as well as production resources. It also enables error recovery by re-planning the production if some failure happens. The proposed approach is tested and evaluated on an internally hosted Industry 4.0 testbed, which confirms its efficiency and flexibility.  Copyright © 2020 The Authors.",2020,Artificial intelligence Concrete products Digital twin Industrial robots Industry 4.0 Planning Production control Artificial intelligence methods Concrete process Individual components Production Planning Production planning systems Production resources Production system Transportation system Concrete industryDigital Twin Flexible and Reconfigurable Manufacturing Systems Intelligent Manufacturing Systems Production Planning and Control,academic,"Czech Institute of Informatics, Robotics, and Cybernetics, Czech Technical University in Prague, Prague, Czech Republic; Christian Doppler Laboratory Model-Integrated Smart Production, Institute of Business Informatics - Software Engineering, JKU Linz, Linz, Austria",323,0.21739130434782608
Digital twin: Revealing potentials of real-time autonomous decisions at a manufacturing company,"Complexity and constant increasing volumes of the data combined with daily disruptions such as changing production capacity and/or new customer orders lead to an expanding number of adjustments of production plans and to boosting stock levels. In order to resolve those issues for a manufacturing company, we created the assembly digital twin i.e. ""real-time digital replica"" with the ability to update production orders as the reaction to changes in relevant internal and external data. The over two years study demonstrates how a digital twin can be integrated into existing IT architecture and based on simulation modeling quantifies the potentials of the real-time decisions. © 2020 The Authors.",2020,Digital twin Intelligent computing Production control Autonomous decision Customer orders Digital replicas Manufacturing companies Production capacity Production order Production plans Real time decisions ManufactureDigital twin Real-time scheduling Self-adaptive manufacturing,academic,"University of the West of Scotland, Paisley, PA12BE, United Kingdom; University of Applied Sciences, Berliner Tor 5, Hamburg, 20095, Germany; Fraunhofer IML, Joseph-von-Fraunhofer-Str. 2-4, Dortmund, 44227, Germany",323,0.20689655172413793
A Survey on the Necessity for a Digital Twin of Production in the Automotive Industry,"This paper highlights the necessity for a digital twin of production systems in the automotive industry. The survey on the use case of a digital twin of the production line is conducted with the production planning department of a major automobile manufacturer. The central part of the paper describes the current and future challenges for production planners in integration planning, which are determined by a survey. There are new trends in the automotive industry identified as a result of this survey. The study identifies exactly the information required by a digital twin of the production plant to improve the integration planning process. Furthermore, this survey provides answers to the benefits of integration planning by an automatically generated digital twin. © 2019 IEEE.",2019,Automobile manufacture Integration Planning Production control Surveying Surveys Automatically generated Automobile manufacturers digital twin Future challenges Planning process Production Planning Production plant Production system Automotive industrybody-in-white production system digital twin integration planning new trends in the automotive industry production planning survey,academic,"Graduate School of Excellence Advanced Manufacturing Engineering, University of Stuttgart, Stuttgart, Germany; Digital Factory, Mercedes-Benz Cars, Sindelfingen, Germany; Institute of Industrial Automation and Software Engineering, University of Stuttgart, Stuttgart, Germany",323,0.24390243902439024
A digital twin for production planning based on cyber-physical systems: A Case Study for a Cyber-Physical System-Based Creation of a Digital Twin,"The increasing change of production leads to differences between the current shop floor and the state of planning. This difference causes significant challenges for production planners while integrating new products into existing production systems. To tackle this issue, this paper presents a concept for the automated creation of a digital twin of a body-in-white production system based on current resources, products as well as process information from the cyber-physical system. The paper focuses on the different data sources and information in cyber-physical systems necessary for integration planning. Furthermore, major parts of the concept are evaluated in a real body-in-white production system. The resulting digital twin enables faster product integration and Industry 4.0 concepts. © 2019 The Author(s).",2019,Embedded systems Integration Manufacture Planning Production control Body in whites Data-sources Digital twin On currents Process information Product integration Production Planning Production system Cyber Physical SystemBody-in-white production systems Cyber-physical system Digital twin Integration planning Production planning,academic,"Mercedes-Benz Cars, Daimler AG, Bela-Barenyi-Str. 1, Sindelfingen, 71063, Germany; Graduate School of Excellence Advanced Manufacturing Engineering (GSaME), University of Stuttgart, Nobelstr. 12, 70569, Germany; Institute of Industrial Automation and Software Engineering, University of Stuttgart, Pfaffenwaldring 47, Stuttgart, 70550, Germany",323,0.2222222222222222
Challenges and potentials of digital twins and industry 4.0 in product design and production for high performance products,"Digital twins offer great opportunities in various domains of the product engineering process. However, current approaches to the use of digital twins only focus on different separated disciplines. In contrast to that, it is expected that the holistic use of digital twin models in product development and production will dominate future product generations, because they allow to create high-performance products competitively. This paper explores important challenges and future potentials of digital twins and Industry 4.0 for the seamless integration of product specification and production. In this regard, approaches of linking digital twins to other domains open up new possibilities in tolerance allocation and production integration. Thereby, the most efficient product specifications in technical and economic terms are achieved for the manufacturer. In addition, the connectivity of Industry 4.0 broadens the scope and enables the evaluation of alternative approaches in production planning and control. Approaches at the organizational level, product functions with specifications beyond the technological limits and production control strategies (e.g. order dispatching) ensure high performance operations. Simulations with a digital production twin with integrated digital product twin allow early estimations even before the actual ramp-up of the product. The future challenge addressed in this paper is to define a consistent framework for the holistic use of digital twins in the entire product development process, which requires the integration of product designers and production planner concepts. © 2019 The Authors. Published by Elsevier B.V.",2019,Digital twin Industry 4.0 Integration Planning Product development Production control Specifications High performance products High-performance operation Information Product development process Product specifications Production control strategies Production Planning Production planning and control Product designInformation Product development Production planning,academic,"WBK Institute of Production Science, Karlsruhe Institute of Technology (KIT), Kaiserstr. 12, Karlsruhe, 76131, Germany; Engineering Design, Friedrich-Alexander-University Erlangen-Nuremberg, Martensstr. 9, Erlangen, 91058, Germany",323,0.32432432432432434
Shaping the digital twin for design and production engineering,"The digitalization of manufacturing fuels the application of sophisticated virtual product models, which are referred to as digital twins, throughout all stages of product realization. Particularly, more realistic virtual models of manufactured products are essential to bridge the gap between design and manufacturing and to mirror the real and virtual worlds. In this paper, we propose a comprehensive reference model based on the concept of Skin Model Shapes, which serves as a digital twin of the physical product in design and manufacturing. In this regard, model conceptualization, representation, and implementation as well as applications along the product life-cycle are addressed. © 2017",2017,Bridges Design Manufacture Product design Production Virtual reality Digital twin Manufactured products Physical products Product life cycles Product realization Reference modeling Tolerancing Virtual products Life cycleDesign Digital twin Tolerancing,academic,"Chair of Engineering Design, Friedrich-Alexander-Universität Erlangen-Nürnberg, Martensstrasse 9, Erlangen, 91058, Germany; LURPA, ENS Cachan, University Paris-Sud, Universite Paris-Saclay, Cachan, 94235, France",323,0.3448275862068966
Building a right digital twin with model engineering,"In recent years, the concept of digital twin (DT) is attracting more and more attention from researchers and engineers. But there is still no consensus on what a right DT is. On one hand, some common models are renamed as DTs. On the other hand, some DTs extremely pursue ‘the same’ as physical objects, which bring unnecessary complexities to them. In this paper, we try to answer two questions from the point of view of model engineering: how to define a right digital twin, and how to build a right digital twin. The concept and related technologies of model engineering are introduced. Some basic principles and a set of metrics for a right DT are given. An evolutionary concurrent modeling method for DT (ECoM4DT) is proposed not only inheriting the theory from classic M&S methods but also highlighting the characteristics of DT compared with traditional models to systemically guide the DT modeling process. © 2021 The Society of Manufacturing Engineers",2021,Engineering Industrial engineering Basic principles Common models Concurrent modeling Model engineering Modeling process Physical objects S-method Traditional models Digital twinComplex system Digital twin Model engineering Modeling and simulation,academic,"Beihang University, Beijing, 100191, China; Massachusetts Institute of Technology, Cambridge, 02139, MA, United States",327,0.32142857142857145
Discussing Digital Twin from of Modeling and Simulation; [从建模仿真看数字孪生],"The development and evolution of modeling and simulation technology, and its importance in scientific and technological progress are briefly reviewed. The intrinsic relation between digital twin and modeling and simulation is revealed by analyzing the background and concept of digital twin. The way to build and evaluate a digital twin based on modeling and simulation theoretical methods is discussed. to ensure the credibility. © 2021, The Editorial Board of Journal of System Simulation. All right reserved.",2021,Credibility Digital twin Model building Model engineering Modeling and simulation (M&S),academic,"Beihang University, Beijing, 100191, China; Engineering Research Center of Complex Product Advanced Manufacturing System, Ministry of Education, Beijing, 100191, China",327,0.36363636363636365
Conceptual digital twin modeling based on an integrated five-dimensional framework and TRIZ function model,"Digital twin represents a fusion of the informational and physical domains, to bridge the material and virtual worlds. Existing methods of digital twin modeling are mainly based on modular representation, which limits guidance of the modeling process. Such methods do not consider the components or operational rules of the digital twin in detail, thereby preventing designers from applying these methods in their fields. With the increasing application of digital twin to various engineering fields, an effective method of modeling a multi-dimensional digital twin at the conceptual level is required. To such an end, this paper presents a method for the conceptual modeling of a digital twin based on a five-dimensional digital twin framework to represent the complex relationship between digital twin objects and their attributes. The proposed method was used to model the digital twin of an intelligent vehicle at the concept level. © 2020 The Society of Manufacturing Engineers",2021,Digital integrated circuits Complex relationships Conceptual levels Engineering fields Function modeling Method of modeling Modeling process Modular representations Multi dimensional Digital twinConceptual modeling Digital twin Function modeling Intelligent vehicle TRIZ,academic,"National Engineering Research Center for Technological Innovation Method and Tool/School of Mechanical Engineering, Hebei University of Technology, Tianjin, 300130, China; Tianjin Key Laboratory of Power Transmission and Safety Technology for New Energy Vehicles, Tianjin, 300130, China; China State Shipbuilding Corporation Limited 716th Research Institute, Lianyungang, 222061, China; Faculty of Engineering Technology, University of Twente, Drienerlolaan 5, Enschede, 7522 NB, Netherlands; Department of Mechanical Engineering, University of Manitoba, Winnipeg, R3T 5V6, Canada",327,0.2
Implementation of digital twin for engine block manufacturing processes,"The digital twin (DT) is undergoing an increase in interest from both an academic and industrial perspective. Although many authors proposed and described various frameworks for DT implementation in the manufacturing industry context, there is an absence of real-life implementation studies reported in the available literature. The main aim of this paper is to demonstrate feasibility of the DT implementation under real conditions of a production plant that is specializing in manufacturing of the aluminum components for the automotive industry. The implementation framework of the DT for engine block manufacturing processes consists of three layers: physical layer, virtual layer and information-processing layer. A simulation model was created using the Tecnomatix Plant Simulation (TPS) software. In order to obtain real-time status data of the production line, programmable logic control (PLC) sensors were used for raw data acquisition. To increase production line productivity, the algorithm for bottlenecks detection was developed and implemented into the DT. Despite the fact that the implementation process is still under development and only partial results are presented in this paper, the DT seems to be a prospective real-time optimization tool for the industrial partner. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.",2020,Digital twin Engine block Manufacturing,academic,"Department of Manufacturing Technology and Quality Management, Faculty of Technology, Technical University in Zvolen, Študentská 26, Zvolen, 960 01, Slovakia; Institute of Materials and Quality Engineering, Faculty of Materials, Metallurgy and Recycling, Technical University of Košice, Park Komenského 3, Košice, 040 01, Slovakia; Department of Production Systems and Virtual Reality, Faculty of Mechanical Engineering, Brno University of Technology, Technická 2896/2, Brno, 616 69, Czech Republic",327,0.2
Towards Architecting Digital Twin-Pervaded Systems,"Digital twins are virtual models for representing, monitoring, and controlling real-world products, entities, and processes, and are fundamental for enabling digitalization and continuous engineering processes. The usage of digital twins for engineering software-intensive systems will significantly change current business models, development approaches, and technologies. In this regard, the application scenarios and starting conditions for companies to introduce digital twins are manifold depending on their experience in software and system engineering, the maturity of their development processes, and the strategic management support and motivation. This article describes (i) challenges and impacts on the system development activities and architecture design approaches that are caused by the introduction and exploitation of digital twins, and also (ii) proposals for tailoring and extending traditional architecture-centric engineering processes to consider digital twin concepts. © 2019 IEEE.",2019,Application programs Computer simulation Ecosystems Systems engineering Application scenario Architecture designs Architecture modeling Autonomous systems digital twins Engineering software Strategic management Traditional architecture Software designarchitecture verification autonomous systems digital twins simulation models view-based architecture modeling,academic,"Fraunhofer Institute for Experimental Software Engineering, Kaiserslautem, Germany",327,0.2571428571428571
From Digital Twin to Digital Engineering Modeling and Simulation Entering a New Era; [从数字孪生到数字工程建模仿真迈入新时代],"In the digital new era, all kinds of things and even the whole world can be digitized as a model. Simulation activities are conducted for various purposes, and the results can provide intelligent support for various decision-making. Digital twin is an important form of modeling and simulation application in the digital new era; it has been widely used in intelligent manufacturing, factories, buildings, smart cities and many other fields, showing a strong vitality; and its next step in the development direction is a comprehensive digital engineering. This paper reviews the history of the development of digital twin technology, analyzes its present situation and development prospects, and introduces the latest digital engineering strategy by the US Department of Defense. The opportunities and challenges faced by modeling and simulation of digital new era are put forward. © 2019, The Editorial Board of Journal of System Simulation. All right reserved.",2019,Digital engineering Digital twins Modeling and simulation,academic,"National Computer Network Emergency Response Technical Team/Coordination Center of China, Beijing, 100029, China",327,0.2857142857142857
Digital twins of exoskeleton-centered workplaces: Challenges and development methodology,"The Exoskeleton represents a promising technology to equip manufacturing workplaces characterized by poor ergonomics, safety and security. Before this technology can be experimented and employed in operational manufacturing environments, the benefits should be highlighted in digital world at the holistic, process, workplace, line and production area levels, with focus on human work conditions. The development of the Digital Twins of Exoskeleton-centered workplaces faces the challenge of approaching the manual assembly and logistics processes as performed by hybrid resources: workers wearing Exoskeletons. From here, the coupling of an Exoskeleton to the digital worker and the realization of the Exoskeleton-Worker Digital Twin requires a thorough understanding of the human models and of wearable robotics, especially Exoskeleton design principles. A coupling methodology was developed and the prototype of the Digital Twins coupled with a commercial Exoskeleton was validated in automotive and logistics industries. The paper presents the performed research for: a) the optimization of the coupling process; b) the modification of the simulation parameters; and c) the embedding of the active Exoskeleton controller to a production and ergonomic simulation software. © 2019 The Authors. Published by Elsevier Ltd.",2019,Exoskeleton Modeling Simulation,academic,"Fraunhofer IAO, Nobelstraße 12, Stuttgart, 70569, Germany; Technical University of Cluj-Napoca, Strada Memorandumului 28, Cluj-Napoca, 400114, Romania",327,0.6666666666666666
Automatic generation of a simulation-based digital twin of an industrial process plant,"A Digital Twin (DT) of a production plant is a digital replica of the plant's physical assets which contains the structure and the dynamics of how the devices and process operate. Simulation-based DTs (SBDTs) are those based on online first-principles simulation models. In these systems, model parameter estimation techniques keep an online plant simulator in the same state as the targeted device or process. As a result, non-measured information of the current state of the plant can be obtained from the model. SBDTs can be used for a number of important applications and they have various advantages compared to DTs based on data-driven models. However, wider industrial adoption of SBDTs is hindered by laborious development of their underlying first-principles simulation model as well as by a lack of integrated lifecycle-wide implementation methods and simulation architectures. This paper focuses on applying previously presented methods for reducing implementation effort of SBDTs. Firstly, laborious simulation model development is tackled by applying an automatic model generation method. Secondly, an integrated implementation methodology of a lifecycle-wide online simulation architecture is followed for developing the SBDT. A SBDT of a laboratory-scale process is implemented to demonstrate the proposed method. The results show a higher level of fidelity compared to previous publications. © 2018 IEEE.",2019,Industrial electronics Life cycle Online systems Automatic model generation Digital twin Dynamic process simulation First principles models First-principles simulations Implementation methodology Model parameter estimation Simulation-based digital twin Digital devicesDigital twin Dynamic process simulation First-principles model lifecycle Simulation-based digital twin,academic,"Aalto University, Helsinki, Finland; Luleå University of Technology, Luleå, Sweden",327,0.2564102564102564
Demonstration of an industrial framework for an implementation of a process digital twin,"Digital twins have received a large amount of exposure around what they can offer to industry generating lots of noise, however there are few demonstrations utilizing published architectural frameworks. This has been addressed by investigating industrial publications and reports on what is the minimum essential requirements to form a digital twin and additional desirable features. From this, a generic industrial architectural framework of a digital twin has been established to utilize real-time information from a physical asset forming a monitoring digital twin. This has been expanded to incorporate a Discrete Event Simulation (DES) to form a process digital twin utilizing structured information about the process. The framework, including the DES extension, has been validated on a reconfigurable fixture utilizing an established process that has been modelled using Siemens Plant Simulation. This result forms the start of a feedback loop presenting additional value transforming a monitoring digital twin into a process digital twin. This provides a solid foundation for discussion within the industrial community about defining the core functionality required for digital twins. Copyright © 2018 ASME",2018,Engineering Industrial engineering Architectural frameworks Core functionality Desirable features Industrial communities Physical assets Plant simulation Real-time information Structured information Discrete event simulation,academic,"Advanced Manufacturing Research Centre, Sheffield, United Kingdom; University of Sheffield, Sheffield, United Kingdom",327,0.2727272727272727
Simulation and digital twin for mechatronic product design,"The use of digital twins and simulation models to construct, evaluate and validate designs has become an intrinsic part of every product creation process. The use in production, operation and service has been increasing in the last years, for example model predictive control or simulation-based assist systems. The challenges - and opportunities - however are multifold. Interoperability of models, model transformation and co-simulation are key to realize system level simulation. Computing performance alone cannot address the requirements posed by ever more complex systems and applications like massive design space exploration or interactive simulation, expressing the need for disruptive solver solutions. But also modeling technology needs to be extended. Integrating the digital twin with data measured on the physical assets, reusing all previously established engineering knowledge, allows new applications such as virtual sensing, model based control and hybrid system modeling including hardware, software and numerical components. © Proceedings of ISMA 2018 - International Conference on Noise and Vibration Engineering and USD 2018 - International Conference on Uncertainty in Structural Dynamics. All rights reserved.",2018,Application programs Hybrid systems Model predictive control Product design Structural dynamics Computing performance Design space exploration Engineering knowledge Hybrid system models Interactive simulations Model transformation Product creation process System level simulation Interoperability,academic,"Siemens Industry Software NV, Interleuvenlaan 68, Leuven, B-3001, Belgium; Siemens Corporate Technology, Otto-Hahn-Ring 6, Munich, 81739, Germany; University of Leuven - KU Leuven, Department of Mechanical Engineering, Division PMA, Celestijnenlaan 300, Heverlee, B-3001, Belgium; DMMS core lab, Flanders Make, Belgium",327,0.25
